Indicator,S.No.,Parameters,Type,SubDistrict-_Solapur-Total [(A+B) or (C+D)],SubDistrict-_Solapur-Public [A],SubDistrict-_Solapur-Private [B],SubDistrict-_Solapur-Urban [C],SubDistrict-_Solapur-Rural [D],SubDistrict-Akkalkot-Total [(A+B) or (C+D)],SubDistrict-Akkalkot-Public [A],SubDistrict-Akkalkot-Private [B],SubDistrict-Akkalkot-Urban [C],SubDistrict-Akkalkot-Rural [D],SubDistrict-Barshi-Total [(A+B) or (C+D)],SubDistrict-Barshi-Public [A],SubDistrict-Barshi-Private [B],SubDistrict-Barshi-Urban [C],SubDistrict-Barshi-Rural [D],SubDistrict-Karmala-Total [(A+B) or (C+D)],SubDistrict-Karmala-Public [A],SubDistrict-Karmala-Private [B],SubDistrict-Karmala-Urban [C],SubDistrict-Karmala-Rural [D],SubDistrict-Madha-Total [(A+B) or (C+D)],SubDistrict-Madha-Public [A],SubDistrict-Madha-Private [B],SubDistrict-Madha-Urban [C],SubDistrict-Madha-Rural [D],SubDistrict-Malshiras-Total [(A+B) or (C+D)],SubDistrict-Malshiras-Public [A],SubDistrict-Malshiras-Private [B],SubDistrict-Malshiras-Urban [C],SubDistrict-Malshiras-Rural [D],SubDistrict-Mangalvedhe-Total [(A+B) or (C+D)],SubDistrict-Mangalvedhe-Public [A],SubDistrict-Mangalvedhe-Private [B],SubDistrict-Mangalvedhe-Urban [C],SubDistrict-Mangalvedhe-Rural [D],SubDistrict-Mohol-Total [(A+B) or (C+D)],SubDistrict-Mohol-Public [A],SubDistrict-Mohol-Private [B],SubDistrict-Mohol-Urban [C],SubDistrict-Mohol-Rural [D],SubDistrict-Pandharpur-Total [(A+B) or (C+D)],SubDistrict-Pandharpur-Public [A],SubDistrict-Pandharpur-Private [B],SubDistrict-Pandharpur-Urban [C],SubDistrict-Pandharpur-Rural [D],SubDistrict-Sangole-Total [(A+B) or (C+D)],SubDistrict-Sangole-Public [A],SubDistrict-Sangole-Private [B],SubDistrict-Sangole-Urban [C],SubDistrict-Sangole-Rural [D],SubDistrict-Solapur North-Total [(A+B) or (C+D)],SubDistrict-Solapur North-Public [A],SubDistrict-Solapur North-Private [B],SubDistrict-Solapur North-Urban [C],SubDistrict-Solapur North-Rural [D],SubDistrict-Solapur South-Total [(A+B) or (C+D)],SubDistrict-Solapur South-Public [A],SubDistrict-Solapur South-Private [B],SubDistrict-Solapur South-Urban [C],SubDistrict-Solapur South-Rural [D],SubDistrict-Solapur Urban-Total [(A+B) or (C+D)],SubDistrict-Solapur Urban-Public [A],SubDistrict-Solapur Urban-Private [B],SubDistrict-Solapur Urban-Urban [C],SubDistrict-Solapur Urban-Rural [D]
M14 [Patient Services],14.3.2.b,Inpatient (Female)- Adults,TOTAL,5829,5829,NA,2140,3689,889,889,NA,426,463,744,744,NA,330,414,259,259,NA,148,111,392,392,NA,102,290,576,576,NA,NA,576,238,238,NA,10,228,252,252,NA,NA,252,1057,1057,NA,486,571,284,284,NA,106,178,204,204,NA,NA,204,402,402,NA,NA,402,532,532,NA,532,NA
M14 [Patient Services],14.3.3,Number of Left Against Medical Advice (LAMA) cases,TOTAL,77,77,NA,25,52,0,0,NA,0,0,10,10,NA,10,0,6,6,NA,6,0,0,0,NA,0,0,48,48,NA,NA,48,0,0,NA,0,0,2,2,NA,NA,2,0,0,NA,0,0,9,9,NA,9,0,0,0,NA,NA,0,2,2,NA,NA,2,0,0,NA,0,NA
M14 [Patient Services],14.4.1,Inpatient - Malaria,TOTAL,1,1,NA,0,1,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,1,1,NA,NA,1,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M14 [Patient Services],14.4.2,Inpatient - Dengue,TOTAL,2,2,NA,0,2,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,1,1,NA,NA,1,0,0,NA,0,0,1,1,NA,NA,1,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M14 [Patient Services],14.4.3,Inpatient - Typhoid,TOTAL,46,46,NA,34,12,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,2,2,NA,NA,2,6,6,NA,0,6,0,0,NA,NA,0,0,0,NA,0,0,34,34,NA,34,0,0,0,NA,NA,0,4,4,NA,NA,4,0,0,NA,0,NA
M14 [Patient Services],14.4.4,"Inpatient - Asthma, Chronic Obstructive Pulmonary Disease (COPD), Respiratory infections",TOTAL,29,29,NA,7,22,0,0,NA,0,0,4,4,NA,2,2,0,0,NA,NA,0,5,5,NA,5,0,1,1,NA,NA,1,5,5,NA,0,5,11,11,NA,NA,11,0,0,NA,0,0,0,0,NA,0,0,3,3,NA,NA,3,0,0,NA,NA,0,0,0,NA,0,NA
M14 [Patient Services],14.4.5,Inpatient - Tuberculosis,TOTAL,8,8,NA,0,8,0,0,NA,0,0,3,3,NA,0,3,0,0,NA,NA,0,0,0,NA,0,0,1,1,NA,NA,1,0,0,NA,0,0,2,2,NA,NA,2,0,0,NA,0,0,2,2,NA,0,2,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M14 [Patient Services],14.4.6,Inpatient - Pyrexia of unknown origin (PUO),TOTAL,282,282,NA,104,178,0,0,NA,0,0,92,92,NA,82,10,0,0,NA,NA,0,22,22,NA,22,0,58,58,NA,NA,58,20,20,NA,0,20,59,59,NA,NA,59,0,0,NA,0,0,0,0,NA,0,0,14,14,NA,NA,14,17,17,NA,NA,17,0,0,NA,0,NA
M14 [Patient Services],14.4.7,Inpatient - Diarrhea with dehydration,TOTAL,371,371,NA,62,309,0,0,NA,0,0,108,108,NA,53,55,3,3,NA,NA,3,0,0,NA,0,0,78,78,NA,NA,78,57,57,NA,0,57,21,21,NA,NA,21,0,0,NA,0,0,14,14,NA,9,5,25,25,NA,NA,25,65,65,NA,NA,65,0,0,NA,0,NA
M14 [Patient Services],14.4.8,Inpatient - Hepatitis,TOTAL,1,1,NA,1,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,1,1,NA,1,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M14 [Patient Services],14.5,Patients registered at Emergency Department,TOTAL,303,303,NA,96,207,0,0,NA,0,NA,0,0,NA,0,0,NA,NA,NA,NA,NA,17,17,NA,17,0,117,117,NA,NA,117,0,0,NA,0,NA,53,53,NA,NA,53,0,0,NA,0,0,79,79,NA,79,NA,31,31,NA,NA,31,6,6,NA,NA,6,0,0,NA,0,NA
M14 [Patient Services],14.6.1,"Emergency - Trauma ( accident, injury, poisoning etc)",TOTAL,48,48,NA,33,15,9,9,NA,9,NA,14,14,NA,14,0,6,6,NA,6,NA,6,6,NA,4,2,11,11,NA,NA,11,0,0,NA,0,NA,2,2,NA,NA,2,0,0,NA,0,0,0,0,NA,0,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M14 [Patient Services],14.6.2,Emergency - Burn,TOTAL,5,5,NA,4,1,0,0,NA,0,NA,0,0,NA,0,0,3,3,NA,3,NA,1,1,NA,1,0,0,0,NA,NA,0,0,0,NA,0,NA,1,1,NA,NA,1,0,0,NA,0,0,0,0,NA,0,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M14 [Patient Services],14.6.3,Emergency - Obstetrics complications,TOTAL,74,74,NA,27,47,16,16,NA,16,NA,0,0,NA,0,0,2,2,NA,2,NA,9,9,NA,9,0,13,13,NA,NA,13,0,0,NA,0,NA,32,32,NA,NA,32,0,0,NA,0,0,0,0,NA,0,NA,2,2,NA,NA,2,0,0,NA,NA,0,0,0,NA,0,NA
M14 [Patient Services],14.6.4,Emergency - Snake Bite,TOTAL,59,59,NA,44,15,5,5,NA,5,NA,9,9,NA,9,0,18,18,NA,18,NA,6,6,NA,3,3,3,3,NA,NA,3,0,0,NA,0,NA,8,8,NA,NA,8,0,0,NA,0,0,9,9,NA,9,NA,1,1,NA,NA,1,0,0,NA,NA,0,0,0,NA,0,NA
M14 [Patient Services],14.6.5,Emergency - Acute Caridiac Emergencies,TOTAL,3,3,NA,2,1,2,2,NA,2,NA,0,0,NA,0,0,0,0,NA,0,NA,0,0,NA,0,0,1,1,NA,NA,1,0,0,NA,0,NA,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M14 [Patient Services],14.6.7,Emergency - CVA ( Cerebovascular Disease),TOTAL,0,0,NA,0,0,0,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,NA,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M14 [Patient Services],14.7,Number of deaths occurring at Emergency Department,TOTAL,1,1,NA,1,0,0,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,NA,1,1,NA,1,0,0,0,NA,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M14 [Patient Services],14.8.1,Operation major (General and spinal anaesthesia),TOTAL,315,315,NA,259,56,0,0,NA,0,0,30,30,NA,30,0,23,23,NA,23,0,1,1,NA,1,0,0,0,NA,NA,0,0,0,NA,0,0,12,12,NA,NA,12,95,95,NA,73,22,129,129,NA,129,0,16,16,NA,NA,16,6,6,NA,NA,6,3,3,NA,3,NA
M14 [Patient Services],14.8.2,"Out of Operation major, Gynecology- Hysterectomy surgeries",TOTAL,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M14 [Patient Services],14.8.3,"Major Surgeries excluding Obstetrics, Gynaecology and Opthalmology etc.",TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M14 [Patient Services],14.8.4,Operation minor (No or local anaesthesia),TOTAL,527,527,NA,286,241,42,42,NA,42,0,10,10,NA,3,7,42,42,NA,42,0,22,22,NA,17,5,92,92,NA,NA,92,5,5,NA,5,0,70,70,NA,NA,70,167,167,NA,148,19,26,26,NA,22,4,5,5,NA,NA,5,39,39,NA,NA,39,7,7,NA,7,NA
M14 [Patient Services],14.8.5,Number of post operative Surgical Site infection,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M14 [Patient Services],14.8.6,Number of blood units issued,TOTAL,14,14,NA,0,14,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,14,14,NA,NA,14,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M14 [Patient Services],14.8.7,Number of blood transfusions done,TOTAL,9,9,NA,0,9,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,9,9,NA,NA,9,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M14 [Patient Services],14.9.1,Inpatient Deaths - Male,TOTAL,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M14 [Patient Services],14.9.2,Inpatient Deaths - Female,TOTAL,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M14 [Patient Services],14.1,In-Patient Head Count at midnight,TOTAL,7486,7486,NA,4277,3209,788,788,NA,788,0,1182,1182,NA,786,396,404,404,NA,404,0,613,613,NA,239,374,995,995,NA,NA,995,81,81,NA,81,0,644,644,NA,NA,644,1777,1777,NA,1583,194,396,396,NA,396,0,261,261,NA,NA,261,345,345,NA,NA,345,0,0,NA,0,NA
M14 [Patient Services],14.11,Number of Admission in NBSU ( New Born Stabilisation Unit),TOTAL,131,131,NA,120,11,105,105,NA,105,0,0,0,NA,0,0,2,2,NA,2,0,0,0,NA,0,0,7,7,NA,NA,7,0,0,NA,0,0,4,4,NA,NA,4,0,0,NA,0,0,13,13,NA,13,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M14 [Patient Services],14.12.1,Special Newborn Care Unit (SNCU Admissions) - Inborn Male,TOTAL,30,30,NA,30,0,0,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,NA,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,30,30,NA,30,0,0,0,NA,0,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M14 [Patient Services],14.12.2,Special Newborn Care Unit (SNCU Admissions) - Inborn Female,TOTAL,22,22,NA,22,0,0,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,NA,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,22,22,NA,22,0,0,0,NA,0,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M14 [Patient Services],14.12.3,Outborn – Male,TOTAL,3,3,NA,3,0,0,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,NA,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,3,3,NA,3,0,0,0,NA,0,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M14 [Patient Services],14.12.4,Outborn - Female,TOTAL,4,4,NA,4,0,0,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,NA,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,4,4,NA,4,0,0,0,NA,0,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M14 [Patient Services],14.12.5,Number of newborns admitted in SNCU - referred by ASHA,TOTAL,0,0,NA,0,0,0,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,NA,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,0,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M14 [Patient Services],14.13,Number of deaths occurring at SNCU,TOTAL,0,0,NA,0,0,0,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,NA,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,NA,NA,NA,NA,NA,NA,0,0,NA,0,0,0,0,NA,0,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M14 [Patient Services],14.14.1,Number of children admitted in NRC,TOTAL,1,1,NA,1,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,1,1,NA,1,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M14 [Patient Services],14.14.2,Number of children discharged with target weight gain from the NRCs,TOTAL,1,1,NA,1,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,1,1,NA,1,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M14 [Patient Services],14.15,Number of Rogi Kalyan Samiti (RKS) meetings held,TOTAL,7,7,NA,2,5,0,0,NA,0,0,0,0,NA,0,0,1,1,NA,1,0,0,0,NA,0,0,0,0,NA,NA,0,2,2,NA,1,1,1,1,NA,NA,1,1,1,NA,0,1,0,0,NA,0,0,2,2,NA,NA,2,0,0,NA,NA,0,0,0,NA,0,NA
M14 [Patient Services],14.16,Number of Anganwadi centres/ UPHCs reported to have conducted Village Health & Nutrition Day (VHNDs)/ Urban Health & Nutrition Day (UHNDs)/ Outreach / Special Outreach,TOTAL,1152,1152,NA,0,1152,36,36,NA,NA,36,109,109,NA,NA,109,168,168,NA,NA,168,56,56,NA,NA,56,188,188,NA,NA,188,105,105,NA,NA,105,96,96,NA,NA,96,229,229,NA,NA,229,137,137,NA,NA,137,19,19,NA,NA,19,9,9,NA,NA,9,0,0,NA,0,NA
M14 [Patient Services],14.17,Stock out rate of essential Drugs,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M14 [Patient Services],14.18,Blood Units Issued on replacement (Family Donors to be considered as replacement donations),TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M14 [Patient Services],14.19,Total number of blood units issued in year,TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M14 [Patient Services],14.2,Patient Satisfaction Score of the facility in percentage (from Mera Aspatal),TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M15 [Laboratory Testing],15.1,Number of Lab Tests done,TOTAL,34293,34293,NA,16883,17410,1360,1360,NA,1326,34,3239,3239,NA,2102,1137,701,701,NA,516,185,2547,2547,NA,1272,1275,7584,7584,NA,NA,7584,2735,2735,NA,2093,642,1791,1791,NA,NA,1791,8954,8954,NA,7143,1811,1314,1314,NA,1112,202,1523,1523,NA,NA,1523,1226,1226,NA,NA,1226,1319,1319,NA,1319,NA
M15 [Laboratory Testing],15.2.1,Number of Hb tests conducted,TOTAL,11565,11565,NA,3473,8092,922,922,NA,262,660,826,826,NA,350,476,841,841,NA,516,325,1010,1010,NA,235,775,2257,2257,NA,NA,2257,523,523,NA,200,323,687,687,NA,NA,687,1563,1563,NA,685,878,611,611,NA,199,412,463,463,NA,NA,463,836,836,NA,NA,836,1026,1026,NA,1026,NA
M15 [Laboratory Testing],15.2.2,"Out of the total number of Hb tests done, Number having Hb < 7 mg",TOTAL,329,329,NA,142,187,44,44,NA,2,42,7,7,NA,0,7,48,48,NA,10,38,18,18,NA,2,16,24,24,NA,NA,24,29,29,NA,17,12,14,14,NA,NA,14,27,27,NA,12,15,1,1,NA,0,1,5,5,NA,NA,5,13,13,NA,NA,13,99,99,NA,99,NA
M15 [Laboratory Testing],15.3.1.a,Male HIV - Number Tested,TOTAL,2235,2235,NA,1377,858,225,225,NA,199,26,203,203,NA,38,165,149,149,NA,149,0,261,261,NA,85,176,265,265,NA,NA,265,146,146,NA,146,0,59,59,NA,NA,59,391,391,NA,377,14,349,349,NA,327,22,16,16,NA,NA,16,115,115,NA,NA,115,56,56,NA,56,NA
M15 [Laboratory Testing],15.3.1.b,Male HIV - Number Positive,TOTAL,67,67,NA,30,37,33,33,NA,1,32,4,4,NA,4,0,2,2,NA,2,0,5,5,NA,4,1,4,4,NA,NA,4,0,0,NA,0,0,0,0,NA,NA,0,18,18,NA,18,0,1,1,NA,1,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M15 [Laboratory Testing],15.3.2.a,Female Non ANC HIV - Number Tested,TOTAL,2636,2636,NA,1173,1463,268,268,NA,161,107,179,179,NA,67,112,149,149,NA,105,44,310,310,NA,133,177,385,385,NA,NA,385,211,211,NA,176,35,69,69,NA,NA,69,279,279,NA,217,62,240,240,NA,178,62,40,40,NA,NA,40,370,370,NA,NA,370,136,136,NA,136,NA
M15 [Laboratory Testing],15.3.2.b,Female Non ANC HIV - Number Positive,TOTAL,75,75,NA,15,60,1,1,NA,1,0,4,4,NA,4,0,0,0,NA,0,0,1,1,NA,1,0,36,36,NA,NA,36,1,1,NA,1,0,0,0,NA,NA,0,7,7,NA,7,0,25,25,NA,1,24,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M15 [Laboratory Testing],15.3.3.a,Number of pregnant women screened for HIV,TOTAL,4598,4598,NA,880,3718,407,407,NA,94,313,458,458,NA,132,326,313,313,NA,124,189,470,470,NA,52,418,936,936,NA,NA,936,168,168,NA,26,142,287,287,NA,NA,287,519,519,NA,123,396,272,272,NA,23,249,83,83,NA,NA,83,379,379,NA,NA,379,306,306,NA,306,NA
M15 [Laboratory Testing],15.3.3.b,"Out of the above, number screened positive",TOTAL,6,6,NA,3,3,0,0,NA,0,0,0,0,NA,0,0,1,1,NA,1,0,1,1,NA,1,0,2,2,NA,NA,2,0,0,NA,0,0,1,1,NA,NA,1,1,1,NA,1,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M15 [Laboratory Testing],15.3.3.c,"Out of the above number screened positive, number confirmed with HIV infection at Integrated Counselling and Testing Centre (ICTC)",TOTAL,5,5,NA,4,1,0,0,NA,0,0,0,0,NA,0,0,3,3,NA,3,0,1,1,NA,1,0,1,1,NA,NA,1,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M15 [Laboratory Testing],15.3.4.a,Number of Male STI/RTI attendees tested for syphilis,TOTAL,6,6,NA,0,6,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,6,6,NA,0,6,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M15 [Laboratory Testing],15.3.4.b,Number of Male STI/RTI attendees found sero Positive for syphilis,TOTAL,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M15 [Laboratory Testing],15.3.4.c,Number of Female (Non ANC)STI/RTI attendees tested for syphilis,TOTAL,3,3,NA,3,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,3,3,NA,3,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M15 [Laboratory Testing],15.3.4.d,Number of Female (Non ANC) STI/RTI attendees found sero Positive for syphilis,TOTAL,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M15 [Laboratory Testing],15.4.1,Widal tests - Number Tested,TOTAL,527,527,NA,386,141,10,10,NA,10,0,167,167,NA,118,49,60,60,NA,60,0,19,19,NA,19,0,33,33,NA,NA,33,25,25,NA,25,0,1,1,NA,NA,1,86,86,NA,86,0,64,64,NA,64,0,26,26,NA,NA,26,32,32,NA,NA,32,4,4,NA,4,NA
M15 [Laboratory Testing],15.4.2,Widal tests - Number Positive,TOTAL,45,45,NA,38,7,0,0,NA,0,0,15,15,NA,15,0,12,12,NA,12,0,2,2,NA,2,0,1,1,NA,NA,1,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,9,9,NA,9,0,0,0,NA,NA,0,6,6,NA,NA,6,0,0,NA,0,NA
M15 [Laboratory Testing],15.5.1,Radiology - X-ray,TOTAL,1210,1210,NA,867,343,0,0,NA,0,NA,145,145,NA,145,0,NA,NA,NA,NA,NA,0,0,NA,0,0,307,307,NA,NA,307,152,152,NA,152,NA,0,0,NA,NA,0,554,554,NA,554,0,16,16,NA,16,NA,0,0,NA,NA,0,36,36,NA,NA,36,0,0,NA,0,NA
M15 [Laboratory Testing],15.5.2,Radiology - Ultrasonography (USG),TOTAL,19,19,NA,19,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,19,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M16 [Details of deaths reported with probable causes:],16.1,Infant deaths within 24 hrs(1 to 23 Hrs) of birth,TOTAL,6,6,NA,0,6,3,3,NA,0,3,0,0,NA,0,0,1,1,NA,0,1,0,0,NA,0,0,1,1,NA,NA,1,1,1,NA,0,1,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M16 [Details of deaths reported with probable causes:],16.2.1,Infant Deaths up to 4 weeks due to Sepsis,TOTAL,3,3,NA,3,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,NA,0,3,3,NA,3,NA
