Indicator,S.No.,Parameters,Type,SubDistrict-_Solapur-Total [(A+B) or (C+D)],SubDistrict-_Solapur-Public [A],SubDistrict-_Solapur-Private [B],SubDistrict-_Solapur-Urban [C],SubDistrict-_Solapur-Rural [D],SubDistrict-Akkalkot-Total [(A+B) or (C+D)],SubDistrict-Akkalkot-Public [A],SubDistrict-Akkalkot-Private [B],SubDistrict-Akkalkot-Urban [C],SubDistrict-Akkalkot-Rural [D],SubDistrict-Barshi-Total [(A+B) or (C+D)],SubDistrict-Barshi-Public [A],SubDistrict-Barshi-Private [B],SubDistrict-Barshi-Urban [C],SubDistrict-Barshi-Rural [D],SubDistrict-Karmala-Total [(A+B) or (C+D)],SubDistrict-Karmala-Public [A],SubDistrict-Karmala-Private [B],SubDistrict-Karmala-Urban [C],SubDistrict-Karmala-Rural [D],SubDistrict-Madha-Total [(A+B) or (C+D)],SubDistrict-Madha-Public [A],SubDistrict-Madha-Private [B],SubDistrict-Madha-Urban [C],SubDistrict-Madha-Rural [D],SubDistrict-Malshiras-Total [(A+B) or (C+D)],SubDistrict-Malshiras-Public [A],SubDistrict-Malshiras-Private [B],SubDistrict-Malshiras-Urban [C],SubDistrict-Malshiras-Rural [D],SubDistrict-Mangalvedhe-Total [(A+B) or (C+D)],SubDistrict-Mangalvedhe-Public [A],SubDistrict-Mangalvedhe-Private [B],SubDistrict-Mangalvedhe-Urban [C],SubDistrict-Mangalvedhe-Rural [D],SubDistrict-Mohol-Total [(A+B) or (C+D)],SubDistrict-Mohol-Public [A],SubDistrict-Mohol-Private [B],SubDistrict-Mohol-Urban [C],SubDistrict-Mohol-Rural [D],SubDistrict-Pandharpur-Total [(A+B) or (C+D)],SubDistrict-Pandharpur-Public [A],SubDistrict-Pandharpur-Private [B],SubDistrict-Pandharpur-Urban [C],SubDistrict-Pandharpur-Rural [D],SubDistrict-Sangole-Total [(A+B) or (C+D)],SubDistrict-Sangole-Public [A],SubDistrict-Sangole-Private [B],SubDistrict-Sangole-Urban [C],SubDistrict-Sangole-Rural [D],SubDistrict-Solapur North-Total [(A+B) or (C+D)],SubDistrict-Solapur North-Public [A],SubDistrict-Solapur North-Private [B],SubDistrict-Solapur North-Urban [C],SubDistrict-Solapur North-Rural [D],SubDistrict-Solapur South-Total [(A+B) or (C+D)],SubDistrict-Solapur South-Public [A],SubDistrict-Solapur South-Private [B],SubDistrict-Solapur South-Urban [C],SubDistrict-Solapur South-Rural [D],SubDistrict-Solapur Urban-Total [(A+B) or (C+D)],SubDistrict-Solapur Urban-Public [A],SubDistrict-Solapur Urban-Private [B],SubDistrict-Solapur Urban-Urban [C],SubDistrict-Solapur Urban-Rural [D]
M14 [Patient Services],14.1.8,Outpatient - Dental,TOTAL,7760,7760,NA,2305,5455,171,171,NA,167,4,678,678,NA,668,10,337,337,NA,290,47,52,52,NA,0,52,1844,1844,NA,NA,1844,113,113,NA,85,28,1110,1110,NA,NA,1110,803,803,NA,724,79,362,362,NA,358,4,2233,2233,NA,1,2232,45,45,NA,NA,45,12,12,NA,12,NA
M14 [Patient Services],14.1.9,Outpatient - Oncology,TOTAL,46,46,NA,0,46,0,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,NA,0,0,NA,0,0,24,24,NA,NA,24,0,0,NA,0,NA,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,NA,22,22,NA,NA,22,0,0,NA,NA,0,0,0,NA,0,NA
M14 [Patient Services],14.2.1,Allopathic- Outpatient attendance,TOTAL,1212885,1212885,NA,261587,951298,100654,100654,NA,34457,66197,87499,87499,NA,26414,61085,55482,55482,NA,26944,28538,132011,132011,NA,20453,111558,136783,136783,NA,NA,136783,69244,69244,NA,16265,52979,119818,119818,NA,NA,119818,172450,172450,NA,68124,104326,67202,67202,NA,22893,44309,147863,147863,NA,2028,145835,79870,79870,NA,NA,79870,44009,44009,NA,44009,NA
M14 [Patient Services],14.2.2,Ayush - Outpatient attendance,TOTAL,41930,41930,NA,26055,15875,4330,4330,NA,4330,0,2149,2149,NA,0,2149,5280,5280,NA,5280,0,5364,5364,NA,5364,0,8126,8126,NA,NA,8126,5626,5626,NA,5626,0,3542,3542,NA,NA,3542,5121,5121,NA,3350,1771,2105,2105,NA,2105,0,0,0,NA,0,0,287,287,NA,NA,287,0,0,NA,0,NA
M14 [Patient Services],14.3.1.a,Inpatient (Male)- Children<18yrs,TOTAL,5643,5643,NA,1270,4373,628,628,NA,409,219,141,141,NA,81,60,278,278,NA,235,43,143,143,NA,29,114,348,348,NA,NA,348,168,168,NA,54,114,402,402,NA,NA,402,562,562,NA,359,203,336,336,NA,62,274,2003,2003,NA,NA,2003,593,593,NA,NA,593,41,41,NA,41,NA
M14 [Patient Services],14.3.1.b,Inpatient (Male)- Adults,TOTAL,19279,19279,NA,4673,14606,2613,2613,NA,868,1745,1838,1838,NA,709,1129,816,816,NA,402,414,1121,1121,NA,349,772,1727,1727,NA,NA,1727,703,703,NA,13,690,985,985,NA,NA,985,2833,2833,NA,1593,1240,1235,1235,NA,259,976,3736,3736,NA,NA,3736,1192,1192,NA,NA,1192,480,480,NA,480,NA
M14 [Patient Services],14.3.2.a,Inpatient (Female)- Children<18yrs,TOTAL,5692,5692,NA,1279,4413,616,616,NA,384,232,151,151,NA,90,61,270,270,NA,232,38,161,161,NA,30,131,441,441,NA,NA,441,120,120,NA,58,62,510,510,NA,NA,510,581,581,NA,353,228,279,279,NA,52,227,1730,1730,NA,NA,1730,753,753,NA,NA,753,80,80,NA,80,NA
M14 [Patient Services],14.3.2.b,Inpatient (Female)- Adults,TOTAL,40006,40006,NA,11562,28444,5568,5568,NA,2094,3474,3438,3438,NA,1801,1637,1590,1590,NA,635,955,2087,2087,NA,477,1610,3340,3340,NA,NA,3340,1830,1830,NA,126,1704,1773,1773,NA,NA,1773,5618,5618,NA,2530,3088,2216,2216,NA,814,1402,6939,6939,NA,NA,6939,2522,2522,NA,NA,2522,3085,3085,NA,3085,NA
M14 [Patient Services],14.3.3,Number of Left Against Medical Advice (LAMA) cases,TOTAL,444,444,NA,182,262,0,0,NA,0,0,35,35,NA,35,0,112,112,NA,112,0,2,2,NA,2,0,117,117,NA,NA,117,2,2,NA,2,0,10,10,NA,NA,10,0,0,NA,0,0,31,31,NA,31,0,45,45,NA,NA,45,90,90,NA,NA,90,0,0,NA,0,NA
M14 [Patient Services],14.4.1,Inpatient - Malaria,TOTAL,6,6,NA,0,6,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,1,1,NA,NA,1,0,0,NA,0,0,0,0,NA,0,0,5,5,NA,NA,5,0,0,NA,NA,0,0,0,NA,0,NA
M14 [Patient Services],14.4.2,Inpatient - Dengue,TOTAL,99,99,NA,0,99,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,1,1,NA,NA,1,0,0,NA,0,0,20,20,NA,NA,20,0,0,NA,0,0,0,0,NA,0,0,78,78,NA,NA,78,0,0,NA,NA,0,0,0,NA,0,NA
M14 [Patient Services],14.4.3,Inpatient - Typhoid,TOTAL,167,167,NA,117,50,0,0,NA,0,0,4,4,NA,4,0,3,3,NA,0,3,0,0,NA,0,0,4,4,NA,NA,4,11,11,NA,1,10,2,2,NA,NA,2,5,5,NA,0,5,112,112,NA,112,0,11,11,NA,NA,11,15,15,NA,NA,15,0,0,NA,0,NA
M14 [Patient Services],14.4.4,"Inpatient - Asthma, Chronic Obstructive Pulmonary Disease (COPD), Respiratory infections",TOTAL,166,166,NA,23,143,0,0,NA,0,0,26,26,NA,11,15,0,0,NA,0,0,12,12,NA,12,0,4,4,NA,NA,4,12,12,NA,0,12,82,82,NA,NA,82,12,12,NA,0,12,0,0,NA,0,0,14,14,NA,NA,14,4,4,NA,NA,4,0,0,NA,0,NA
M14 [Patient Services],14.4.5,Inpatient - Tuberculosis,TOTAL,89,89,NA,1,88,0,0,NA,0,0,9,9,NA,0,9,0,0,NA,0,0,0,0,NA,0,0,5,5,NA,NA,5,2,2,NA,0,2,15,15,NA,NA,15,3,3,NA,0,3,11,11,NA,1,10,44,44,NA,NA,44,0,0,NA,NA,0,0,0,NA,0,NA
M14 [Patient Services],14.4.6,Inpatient - Pyrexia of unknown origin (PUO),TOTAL,1485,1485,NA,505,980,0,0,NA,0,0,450,450,NA,370,80,23,23,NA,23,0,91,91,NA,91,0,249,249,NA,NA,249,39,39,NA,19,20,341,341,NA,NA,341,57,57,NA,0,57,2,2,NA,2,0,37,37,NA,NA,37,196,196,NA,NA,196,0,0,NA,0,NA
M14 [Patient Services],14.4.7,Inpatient - Diarrhea with dehydration,TOTAL,1598,1598,NA,302,1296,0,0,NA,0,0,330,330,NA,178,152,34,34,NA,12,22,202,202,NA,84,118,350,350,NA,NA,350,111,111,NA,1,110,188,188,NA,NA,188,18,18,NA,0,18,46,46,NA,27,19,88,88,NA,NA,88,231,231,NA,NA,231,0,0,NA,0,NA
M14 [Patient Services],14.4.8,Inpatient - Hepatitis,TOTAL,9,9,NA,4,5,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,1,1,NA,NA,1,0,0,NA,0,0,4,4,NA,4,0,4,4,NA,NA,4,0,0,NA,NA,0,0,0,NA,0,NA
M14 [Patient Services],14.5,Patients registered at Emergency Department,TOTAL,2099,2099,NA,542,1557,0,0,NA,0,NA,0,0,NA,0,0,24,24,NA,24,NA,160,160,NA,106,54,750,750,NA,NA,750,0,0,NA,0,NA,493,493,NA,NA,493,0,0,NA,0,0,412,412,NA,412,NA,232,232,NA,NA,232,28,28,NA,NA,28,0,0,NA,0,NA
M14 [Patient Services],14.6.1,"Emergency - Trauma ( accident, injury, poisoning etc)",TOTAL,646,646,NA,92,554,45,45,NA,45,NA,16,16,NA,15,1,14,14,NA,14,NA,32,32,NA,17,15,105,105,NA,NA,105,0,0,NA,0,NA,215,215,NA,NA,215,0,0,NA,0,0,1,1,NA,1,NA,217,217,NA,NA,217,1,1,NA,NA,1,0,0,NA,0,NA
M14 [Patient Services],14.6.2,Emergency - Burn,TOTAL,75,75,NA,8,67,1,1,NA,1,NA,0,0,NA,0,0,4,4,NA,4,NA,1,1,NA,1,0,23,23,NA,NA,23,0,0,NA,0,NA,7,7,NA,NA,7,0,0,NA,0,0,2,2,NA,2,NA,37,37,NA,NA,37,0,0,NA,NA,0,0,0,NA,0,NA
M14 [Patient Services],14.6.3,Emergency - Obstetrics complications,TOTAL,351,351,NA,241,110,148,148,NA,148,NA,7,7,NA,7,0,43,43,NA,43,NA,44,44,NA,43,1,64,64,NA,NA,64,0,0,NA,0,NA,40,40,NA,NA,40,0,0,NA,0,0,0,0,NA,0,NA,5,5,NA,NA,5,0,0,NA,NA,0,0,0,NA,0,NA
M14 [Patient Services],14.6.4,Emergency - Snake Bite,TOTAL,260,260,NA,175,85,21,21,NA,21,NA,24,24,NA,24,0,74,74,NA,74,NA,24,24,NA,15,9,32,32,NA,NA,32,0,0,NA,0,NA,39,39,NA,NA,39,1,1,NA,0,1,41,41,NA,41,NA,3,3,NA,NA,3,1,1,NA,NA,1,0,0,NA,0,NA
M14 [Patient Services],14.6.5,Emergency - Acute Caridiac Emergencies,TOTAL,32,32,NA,11,21,9,9,NA,9,NA,0,0,NA,0,0,0,0,NA,0,NA,2,2,NA,2,0,8,8,NA,NA,8,0,0,NA,0,NA,12,12,NA,NA,12,0,0,NA,0,0,0,0,NA,0,NA,0,0,NA,NA,0,1,1,NA,NA,1,0,0,NA,0,NA
M14 [Patient Services],14.6.7,Emergency - CVA ( Cerebovascular Disease),TOTAL,5,5,NA,5,0,5,5,NA,5,NA,0,0,NA,0,0,0,0,NA,0,NA,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M14 [Patient Services],14.7,Number of deaths occurring at Emergency Department,TOTAL,1,1,NA,1,0,0,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,NA,1,1,NA,1,0,0,0,NA,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M14 [Patient Services],14.8.1,Operation major (General and spinal anaesthesia),TOTAL,3010,3010,NA,1862,1148,25,25,NA,25,0,429,429,NA,388,41,73,73,NA,73,0,30,30,NA,30,0,44,44,NA,NA,44,29,29,NA,29,0,187,187,NA,NA,187,758,758,NA,581,177,689,689,NA,689,0,629,629,NA,NA,629,70,70,NA,NA,70,47,47,NA,47,NA
M14 [Patient Services],14.8.2,"Out of Operation major, Gynecology- Hysterectomy surgeries",TOTAL,23,23,NA,3,20,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,20,20,NA,NA,20,0,0,NA,NA,0,3,3,NA,3,NA
M14 [Patient Services],14.8.3,"Major Surgeries excluding Obstetrics, Gynaecology and Opthalmology etc.",TOTAL,310,310,NA,NA,310,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,310,310,NA,NA,310,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M14 [Patient Services],14.8.4,Operation minor (No or local anaesthesia),TOTAL,3535,3535,NA,1393,2142,206,206,NA,206,0,66,66,NA,24,42,279,279,NA,252,27,126,126,NA,83,43,478,478,NA,NA,478,26,26,NA,26,0,410,410,NA,NA,410,632,632,NA,586,46,251,251,NA,79,172,521,521,NA,NA,521,403,403,NA,NA,403,137,137,NA,137,NA
M14 [Patient Services],14.8.5,Number of post operative Surgical Site infection,TOTAL,38,38,NA,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,38,NA,NA,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M14 [Patient Services],14.8.6,Number of blood units issued,TOTAL,917,917,NA,5,912,0,0,NA,0,0,2,2,NA,2,0,0,0,NA,0,0,0,0,NA,0,0,146,146,NA,NA,146,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,766,766,NA,NA,766,0,0,NA,NA,0,3,3,NA,3,NA
M14 [Patient Services],14.8.7,Number of blood transfusions done,TOTAL,66,66,NA,4,62,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,62,62,NA,NA,62,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,NA,0,4,4,NA,4,NA
M14 [Patient Services],14.9.1,Inpatient Deaths - Male,TOTAL,265,265,NA,0,265,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,1,1,NA,NA,1,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,264,264,NA,NA,264,0,0,NA,NA,0,0,0,NA,0,NA
M14 [Patient Services],14.9.2,Inpatient Deaths - Female,TOTAL,131,131,NA,1,130,0,0,NA,0,0,1,1,NA,1,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,130,130,NA,NA,130,0,0,NA,NA,0,0,0,NA,0,NA
M14 [Patient Services],14.1,In-Patient Head Count at midnight,TOTAL,42613,42613,NA,24228,18385,4579,4579,NA,4579,0,5243,5243,NA,3360,1883,2664,2664,NA,2661,3,3538,3538,NA,1348,2190,6057,6057,NA,NA,6057,1000,1000,NA,946,54,4233,4233,NA,NA,4233,10344,10344,NA,9134,1210,2200,2200,NA,2200,0,1370,1370,NA,NA,1370,1385,1385,NA,NA,1385,0,0,NA,0,NA
M14 [Patient Services],14.11,Number of Admission in NBSU ( New Born Stabilisation Unit),TOTAL,596,596,NA,457,139,348,348,NA,348,0,2,2,NA,2,0,12,12,NA,8,4,0,0,NA,0,0,53,53,NA,NA,53,1,1,NA,1,0,12,12,NA,NA,12,0,0,NA,0,0,98,98,NA,98,0,0,0,NA,NA,0,70,70,NA,NA,70,0,0,NA,0,NA
M14 [Patient Services],14.12.1,Special Newborn Care Unit (SNCU Admissions) - Inborn Male,TOTAL,265,265,NA,143,122,0,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,NA,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,143,143,NA,143,0,0,0,NA,0,NA,122,122,NA,NA,122,0,0,NA,NA,0,0,0,NA,0,NA
M14 [Patient Services],14.12.2,Special Newborn Care Unit (SNCU Admissions) - Inborn Female,TOTAL,209,209,NA,107,102,0,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,NA,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,107,107,NA,107,0,0,0,NA,0,NA,102,102,NA,NA,102,0,0,NA,NA,0,0,0,NA,0,NA
M14 [Patient Services],14.12.3,Outborn – Male,TOTAL,123,123,NA,16,107,0,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,NA,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,16,16,NA,16,0,0,0,NA,0,NA,107,107,NA,NA,107,0,0,NA,NA,0,0,0,NA,0,NA
M14 [Patient Services],14.12.4,Outborn - Female,TOTAL,118,118,NA,15,103,0,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,NA,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,15,15,NA,15,0,0,0,NA,0,NA,103,103,NA,NA,103,0,0,NA,NA,0,0,0,NA,0,NA
M14 [Patient Services],14.12.5,Number of newborns admitted in SNCU - referred by ASHA,TOTAL,0,0,NA,0,0,0,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,NA,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M14 [Patient Services],14.13,Number of deaths occurring at SNCU,TOTAL,104,104,NA,0,104,0,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,NA,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,NA,104,104,NA,NA,104,0,0,NA,NA,0,0,0,NA,0,NA
M14 [Patient Services],14.14.1,Number of children admitted in NRC,TOTAL,36,36,NA,36,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,36,36,NA,36,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M14 [Patient Services],14.14.2,Number of children discharged with target weight gain from the NRCs,TOTAL,33,33,NA,33,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,33,33,NA,33,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M14 [Patient Services],14.15,Number of Rogi Kalyan Samiti (RKS) meetings held,TOTAL,30,30,NA,3,27,2,2,NA,0,2,1,1,NA,0,1,2,2,NA,2,0,0,0,NA,0,0,2,2,NA,NA,2,2,2,NA,1,1,1,1,NA,NA,1,5,5,NA,0,5,0,0,NA,0,0,3,3,NA,NA,3,12,12,NA,NA,12,0,0,NA,0,NA
M14 [Patient Services],14.16,Number of Anganwadi centres/ UPHCs reported to have conducted Village Health & Nutrition Day (VHNDs)/ Urban Health & Nutrition Day (UHNDs)/ Outreach / Special Outreach,TOTAL,7230,7230,NA,33,7197,123,123,NA,NA,123,605,605,NA,NA,605,1169,1169,NA,NA,1169,451,451,NA,NA,451,1115,1115,NA,NA,1115,482,482,NA,NA,482,704,704,NA,NA,704,1230,1230,NA,NA,1230,953,953,NA,NA,953,147,147,NA,NA,147,218,218,NA,NA,218,33,33,NA,33,NA
M14 [Patient Services],14.17,Stock out rate of essential Drugs,TOTAL,4,4,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M14 [Patient Services],14.18,Blood Units Issued on replacement (Family Donors to be considered as replacement donations),TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M14 [Patient Services],14.19,Total number of blood units issued in year,TOTAL,1630,1630,NA,NA,1630,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1630,1630,NA,NA,1630,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M14 [Patient Services],14.2,Patient Satisfaction Score of the facility in percentage (from Mera Aspatal),TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M15 [Laboratory Testing],15.1,Number of Lab Tests done,TOTAL,349761,349761,NA,97169,252592,8338,8338,NA,8165,173,16708,16708,NA,10841,5867,12687,12687,NA,11813,874,15519,15519,NA,8271,7248,40433,40433,NA,NA,40433,11973,11973,NA,9186,2787,8275,8275,NA,NA,8275,45150,45150,NA,35504,9646,6802,6802,NA,5434,1368,170140,170140,NA,267,169873,6048,6048,NA,NA,6048,7688,7688,NA,7688,NA
M15 [Laboratory Testing],15.2.1,Number of Hb tests conducted,TOTAL,82973,82973,NA,24124,58849,5469,5469,NA,1401,4068,4840,4840,NA,2041,2799,4676,4676,NA,2695,1981,6223,6223,NA,1449,4774,12483,12483,NA,NA,12483,3091,3091,NA,1281,1810,3849,3849,NA,NA,3849,11375,11375,NA,6322,5053,3651,3651,NA,1005,2646,14605,14605,NA,95,14510,4876,4876,NA,NA,4876,7835,7835,NA,7835,NA
M15 [Laboratory Testing],15.2.2,"Out of the total number of Hb tests done, Number having Hb < 7 mg",TOTAL,3307,3307,NA,942,2365,201,201,NA,14,187,54,54,NA,23,31,100,100,NA,18,82,87,87,NA,12,75,180,180,NA,NA,180,421,421,NA,347,74,160,160,NA,NA,160,212,212,NA,88,124,37,37,NA,0,37,1288,1288,NA,0,1288,127,127,NA,NA,127,440,440,NA,440,NA
M15 [Laboratory Testing],15.3.1.a,Male HIV - Number Tested,TOTAL,14761,14761,NA,7678,7083,1516,1516,NA,1385,131,1618,1618,NA,467,1151,857,857,NA,776,81,1453,1453,NA,494,959,1596,1596,NA,NA,1596,917,917,NA,889,28,312,312,NA,NA,312,2171,2171,NA,2118,53,1281,1281,NA,1082,199,1737,1737,NA,NA,1737,836,836,NA,NA,836,467,467,NA,467,NA
M15 [Laboratory Testing],15.3.1.b,Male HIV - Number Positive,TOTAL,338,338,NA,143,195,40,40,NA,8,32,25,25,NA,20,5,79,79,NA,12,67,13,13,NA,9,4,24,24,NA,NA,24,19,19,NA,9,10,3,3,NA,NA,3,79,79,NA,79,0,6,6,NA,6,0,46,46,NA,NA,46,4,4,NA,NA,4,0,0,NA,0,NA
M15 [Laboratory Testing],15.3.2.a,Female Non ANC HIV - Number Tested,TOTAL,15013,15013,NA,6547,8466,1320,1320,NA,809,511,1308,1308,NA,717,591,820,820,NA,434,386,1635,1635,NA,546,1089,2419,2419,NA,NA,2419,1113,1113,NA,924,189,413,413,NA,NA,413,1986,1986,NA,1659,327,1316,1316,NA,939,377,885,885,NA,NA,885,1279,1279,NA,NA,1279,519,519,NA,519,NA
M15 [Laboratory Testing],15.3.2.b,Female Non ANC HIV - Number Positive,TOTAL,421,421,NA,162,259,20,20,NA,9,11,36,36,NA,27,9,9,9,NA,9,0,11,11,NA,10,1,79,79,NA,NA,79,7,7,NA,7,0,5,5,NA,NA,5,60,60,NA,60,0,37,37,NA,13,24,38,38,NA,NA,38,92,92,NA,NA,92,27,27,NA,27,NA
M15 [Laboratory Testing],15.3.3.a,Number of pregnant women screened for HIV,TOTAL,28166,28166,NA,6886,21280,2236,2236,NA,584,1652,2548,2548,NA,710,1838,1530,1530,NA,645,885,3081,3081,NA,303,2778,4025,4025,NA,NA,4025,1180,1180,NA,127,1053,1857,1857,NA,NA,1857,2689,2689,NA,692,1997,1488,1488,NA,119,1369,2073,2073,NA,NA,2073,1753,1753,NA,NA,1753,3706,3706,NA,3706,NA
M15 [Laboratory Testing],15.3.3.b,"Out of the above, number screened positive",TOTAL,152,152,NA,10,142,21,21,NA,0,21,1,1,NA,1,0,6,6,NA,2,4,1,1,NA,1,0,28,28,NA,NA,28,23,23,NA,0,23,3,3,NA,NA,3,10,10,NA,2,8,19,19,NA,3,16,10,10,NA,NA,10,29,29,NA,NA,29,1,1,NA,1,NA
M15 [Laboratory Testing],15.3.3.c,"Out of the above number screened positive, number confirmed with HIV infection at Integrated Counselling and Testing Centre (ICTC)",TOTAL,34,34,NA,11,23,7,7,NA,7,0,0,0,NA,0,0,3,3,NA,3,0,1,1,NA,1,0,2,2,NA,NA,2,0,0,NA,0,0,4,4,NA,NA,4,7,7,NA,0,7,0,0,NA,0,0,10,10,NA,NA,10,0,0,NA,NA,0,0,0,NA,0,NA
M15 [Laboratory Testing],15.3.4.a,Number of Male STI/RTI attendees tested for syphilis,TOTAL,56,56,NA,4,52,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,7,7,NA,NA,7,6,6,NA,0,6,3,3,NA,NA,3,0,0,NA,0,0,4,4,NA,4,0,36,36,NA,NA,36,0,0,NA,NA,0,0,0,NA,0,NA
M15 [Laboratory Testing],15.3.4.b,Number of Male STI/RTI attendees found sero Positive for syphilis,TOTAL,2,2,NA,1,1,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,1,1,NA,1,0,1,1,NA,NA,1,0,0,NA,NA,0,0,0,NA,0,NA
