Indicator,S.No.,Parameters,Type,SubDistrict-_Solapur-Total [(A+B) or (C+D)],SubDistrict-_Solapur-Public [A],SubDistrict-_Solapur-Private [B],SubDistrict-_Solapur-Urban [C],SubDistrict-_Solapur-Rural [D],SubDistrict-Akkalkot-Total [(A+B) or (C+D)],SubDistrict-Akkalkot-Public [A],SubDistrict-Akkalkot-Private [B],SubDistrict-Akkalkot-Urban [C],SubDistrict-Akkalkot-Rural [D],SubDistrict-Barshi-Total [(A+B) or (C+D)],SubDistrict-Barshi-Public [A],SubDistrict-Barshi-Private [B],SubDistrict-Barshi-Urban [C],SubDistrict-Barshi-Rural [D],SubDistrict-Karmala-Total [(A+B) or (C+D)],SubDistrict-Karmala-Public [A],SubDistrict-Karmala-Private [B],SubDistrict-Karmala-Urban [C],SubDistrict-Karmala-Rural [D],SubDistrict-Madha-Total [(A+B) or (C+D)],SubDistrict-Madha-Public [A],SubDistrict-Madha-Private [B],SubDistrict-Madha-Urban [C],SubDistrict-Madha-Rural [D],SubDistrict-Malshiras-Total [(A+B) or (C+D)],SubDistrict-Malshiras-Public [A],SubDistrict-Malshiras-Private [B],SubDistrict-Malshiras-Urban [C],SubDistrict-Malshiras-Rural [D],SubDistrict-Mangalvedhe-Total [(A+B) or (C+D)],SubDistrict-Mangalvedhe-Public [A],SubDistrict-Mangalvedhe-Private [B],SubDistrict-Mangalvedhe-Urban [C],SubDistrict-Mangalvedhe-Rural [D],SubDistrict-Mohol-Total [(A+B) or (C+D)],SubDistrict-Mohol-Public [A],SubDistrict-Mohol-Private [B],SubDistrict-Mohol-Urban [C],SubDistrict-Mohol-Rural [D],SubDistrict-Pandharpur-Total [(A+B) or (C+D)],SubDistrict-Pandharpur-Public [A],SubDistrict-Pandharpur-Private [B],SubDistrict-Pandharpur-Urban [C],SubDistrict-Pandharpur-Rural [D],SubDistrict-Sangole-Total [(A+B) or (C+D)],SubDistrict-Sangole-Public [A],SubDistrict-Sangole-Private [B],SubDistrict-Sangole-Urban [C],SubDistrict-Sangole-Rural [D],SubDistrict-Solapur North-Total [(A+B) or (C+D)],SubDistrict-Solapur North-Public [A],SubDistrict-Solapur North-Private [B],SubDistrict-Solapur North-Urban [C],SubDistrict-Solapur North-Rural [D],SubDistrict-Solapur South-Total [(A+B) or (C+D)],SubDistrict-Solapur South-Public [A],SubDistrict-Solapur South-Private [B],SubDistrict-Solapur South-Urban [C],SubDistrict-Solapur South-Rural [D],SubDistrict-Solapur Urban-Total [(A+B) or (C+D)],SubDistrict-Solapur Urban-Public [A],SubDistrict-Solapur Urban-Private [B],SubDistrict-Solapur Urban-Urban [C],SubDistrict-Solapur Urban-Rural [D]
M14 [Patient Services],14.1.6,Outpatient - Epilepsy,TOTAL,2042,2042,NA,33,2009,4,4,NA,4,0,0,0,NA,0,0,1,1,NA,1,0,0,0,NA,0,0,9,9,NA,NA,9,2,2,NA,0,2,10,10,NA,NA,10,71,71,NA,0,71,0,0,NA,0,0,1928,1928,NA,28,1900,17,17,NA,NA,17,0,0,NA,0,NA
M14 [Patient Services],14.1.7,Outpatient - Ophthalmic Related,TOTAL,55860,55860,NA,12493,43367,1893,1893,NA,567,1326,73,73,NA,0,73,1617,1617,NA,1208,409,7146,7146,NA,4755,2391,12446,12446,NA,NA,12446,2178,2178,NA,0,2178,6990,6990,NA,NA,6990,3351,3351,NA,1980,1371,4940,4940,NA,3905,1035,14994,14994,NA,78,14916,232,232,NA,NA,232,0,0,NA,0,NA
M14 [Patient Services],14.1.8,Outpatient - Dental,TOTAL,24246,24246,NA,8759,15487,1340,1340,NA,1168,172,1719,1719,NA,1706,13,2657,2657,NA,2546,111,62,62,NA,0,62,3483,3483,NA,NA,3483,186,186,NA,113,73,2364,2364,NA,NA,2364,2383,2383,NA,2274,109,893,893,NA,885,8,9016,9016,NA,29,8987,105,105,NA,NA,105,38,38,NA,38,NA
M14 [Patient Services],14.1.9,Outpatient - Oncology,TOTAL,128,128,NA,0,128,0,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,NA,0,0,NA,0,0,84,84,NA,NA,84,0,0,NA,0,NA,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,NA,44,44,NA,NA,44,0,0,NA,NA,0,0,0,NA,0,NA
M14 [Patient Services],14.2.1,Allopathic- Outpatient attendance,TOTAL,2743815,2743815,NA,567560,2176255,208351,208351,NA,73885,134466,201670,201670,NA,60065,141605,115056,115056,NA,53191,61865,279984,279984,NA,47149,232835,288448,288448,NA,NA,288448,154001,154001,NA,45379,108622,236494,236494,NA,NA,236494,361775,361775,NA,136593,225182,135946,135946,NA,48403,87543,490987,490987,NA,8892,482095,177100,177100,NA,NA,177100,94003,94003,NA,94003,NA
M14 [Patient Services],14.2.2,Ayush - Outpatient attendance,TOTAL,85281,85281,NA,48306,36975,10832,10832,NA,9010,1822,3620,3620,NA,0,3620,11004,11004,NA,10333,671,9131,9131,NA,9131,0,17145,17145,NA,NA,17145,10614,10614,NA,9539,1075,8732,8732,NA,NA,8732,9405,9405,NA,5862,3543,4508,4508,NA,4431,77,0,0,NA,0,0,290,290,NA,NA,290,0,0,NA,0,NA
M14 [Patient Services],14.3.1.a,Inpatient (Male)- Children<18yrs,TOTAL,13458,13458,NA,2842,10616,2093,2093,NA,911,1182,327,327,NA,186,141,588,588,NA,436,152,351,351,NA,71,280,846,846,NA,NA,846,616,616,NA,178,438,854,854,NA,NA,854,1328,1328,NA,855,473,489,489,NA,121,368,5060,5060,NA,NA,5060,822,822,NA,NA,822,84,84,NA,84,NA
M14 [Patient Services],14.3.1.b,Inpatient (Male)- Adults,TOTAL,42973,42973,NA,9308,33665,5686,5686,NA,1549,4137,4164,4164,NA,1479,2685,1470,1470,NA,780,690,2193,2193,NA,701,1492,2836,2836,NA,NA,2836,2450,2450,NA,38,2412,1862,1862,NA,NA,1862,5839,5839,NA,3272,2567,2356,2356,NA,484,1872,11568,11568,NA,NA,11568,1544,1544,NA,NA,1544,1005,1005,NA,1005,NA
M14 [Patient Services],14.3.2.a,Inpatient (Female)- Children<18yrs,TOTAL,12842,12842,NA,3136,9706,1663,1663,NA,975,688,287,287,NA,164,123,800,800,NA,418,382,373,373,NA,78,295,1023,1023,NA,NA,1023,498,498,NA,163,335,939,939,NA,NA,939,1748,1748,NA,1088,660,430,430,NA,94,336,3951,3951,NA,NA,3951,974,974,NA,NA,974,156,156,NA,156,NA
M14 [Patient Services],14.3.2.b,Inpatient (Female)- Adults,TOTAL,84994,84994,NA,23512,61482,10019,10019,NA,3695,6324,7878,7878,NA,4176,3702,4408,4408,NA,1627,2781,4086,4086,NA,1029,3057,6247,6247,NA,NA,6247,4618,4618,NA,418,4200,3426,3426,NA,NA,3426,11429,11429,NA,5041,6388,3869,3869,NA,1418,2451,18880,18880,NA,NA,18880,4026,4026,NA,NA,4026,6108,6108,NA,6108,NA
M14 [Patient Services],14.3.3,Number of Left Against Medical Advice (LAMA) cases,TOTAL,5209,5209,NA,443,4766,3,3,NA,0,3,86,86,NA,86,0,250,250,NA,250,0,4,4,NA,2,2,178,178,NA,NA,178,2,2,NA,2,0,22,22,NA,NA,22,6,6,NA,6,0,62,62,NA,62,0,4452,4452,NA,NA,4452,109,109,NA,NA,109,35,35,NA,35,NA
M14 [Patient Services],14.4.1,Inpatient - Malaria,TOTAL,16,16,NA,0,16,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,1,1,NA,NA,1,0,0,NA,0,0,0,0,NA,0,0,15,15,NA,NA,15,0,0,NA,NA,0,0,0,NA,0,NA
M14 [Patient Services],14.4.2,Inpatient - Dengue,TOTAL,398,398,NA,8,390,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,2,2,NA,NA,2,2,2,NA,2,0,63,63,NA,NA,63,0,0,NA,0,0,6,6,NA,6,0,325,325,NA,NA,325,0,0,NA,NA,0,0,0,NA,0,NA
M14 [Patient Services],14.4.3,Inpatient - Typhoid,TOTAL,429,429,NA,312,117,0,0,NA,0,0,26,26,NA,26,0,6,6,NA,2,4,0,0,NA,0,0,5,5,NA,NA,5,27,27,NA,7,20,4,4,NA,NA,4,79,79,NA,74,5,203,203,NA,203,0,64,64,NA,NA,64,15,15,NA,NA,15,0,0,NA,0,NA
M14 [Patient Services],14.4.4,"Inpatient - Asthma, Chronic Obstructive Pulmonary Disease (COPD), Respiratory infections",TOTAL,328,328,NA,57,271,0,0,NA,0,0,41,41,NA,23,18,4,4,NA,2,2,12,12,NA,12,0,6,6,NA,NA,6,21,21,NA,0,21,125,125,NA,NA,125,29,29,NA,17,12,3,3,NA,3,0,80,80,NA,NA,80,7,7,NA,NA,7,0,0,NA,0,NA
M14 [Patient Services],14.4.5,Inpatient - Tuberculosis,TOTAL,340,340,NA,15,325,0,0,NA,0,0,16,16,NA,0,16,3,3,NA,2,1,1,1,NA,0,1,10,10,NA,NA,10,2,2,NA,0,2,28,28,NA,NA,28,15,15,NA,12,3,16,16,NA,1,15,249,249,NA,NA,249,0,0,NA,NA,0,0,0,NA,0,NA
M14 [Patient Services],14.4.6,Inpatient - Pyrexia of unknown origin (PUO),TOTAL,3946,3946,NA,1538,2408,0,0,NA,0,0,1068,1068,NA,929,139,136,136,NA,136,0,343,343,NA,204,139,834,834,NA,NA,834,79,79,NA,59,20,832,832,NA,NA,832,236,236,NA,161,75,49,49,NA,49,0,125,125,NA,NA,125,244,244,NA,NA,244,0,0,NA,0,NA
M14 [Patient Services],14.4.7,Inpatient - Diarrhea with dehydration,TOTAL,2988,2988,NA,786,2202,0,0,NA,0,0,688,688,NA,385,303,65,65,NA,37,28,386,386,NA,170,216,607,607,NA,NA,607,204,204,NA,1,203,353,353,NA,NA,353,176,176,NA,141,35,82,82,NA,52,30,193,193,NA,NA,193,234,234,NA,NA,234,0,0,NA,0,NA
M14 [Patient Services],14.4.8,Inpatient - Hepatitis,TOTAL,41,41,NA,7,34,0,0,NA,0,0,0,0,NA,0,0,3,3,NA,3,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,1,1,NA,NA,1,0,0,NA,0,0,4,4,NA,4,0,33,33,NA,NA,33,0,0,NA,NA,0,0,0,NA,0,NA
M14 [Patient Services],14.5,Patients registered at Emergency Department,TOTAL,5777,5777,NA,1845,3932,0,0,NA,0,NA,143,143,NA,143,0,187,187,NA,187,NA,610,610,NA,291,319,2173,2173,NA,NA,2173,0,0,NA,0,NA,953,953,NA,NA,953,528,528,NA,528,0,696,696,NA,696,NA,398,398,NA,NA,398,89,89,NA,NA,89,0,0,NA,0,NA
M14 [Patient Services],14.6.1,"Emergency - Trauma ( accident, injury, poisoning etc)",TOTAL,2421,2421,NA,252,2169,67,67,NA,67,NA,23,23,NA,20,3,36,36,NA,36,NA,68,68,NA,32,36,486,486,NA,NA,486,0,0,NA,0,NA,381,381,NA,NA,381,77,77,NA,77,0,20,20,NA,20,NA,1262,1262,NA,NA,1262,1,1,NA,NA,1,0,0,NA,0,NA
M14 [Patient Services],14.6.2,Emergency - Burn,TOTAL,224,224,NA,26,198,3,3,NA,3,NA,1,1,NA,1,0,12,12,NA,12,NA,4,4,NA,3,1,28,28,NA,NA,28,0,0,NA,0,NA,13,13,NA,NA,13,4,4,NA,4,0,3,3,NA,3,NA,156,156,NA,NA,156,0,0,NA,NA,0,0,0,NA,0,NA
M14 [Patient Services],14.6.3,Emergency - Obstetrics complications,TOTAL,1161,1161,NA,869,292,420,420,NA,420,NA,44,44,NA,44,0,105,105,NA,105,NA,56,56,NA,55,1,172,172,NA,NA,172,0,0,NA,0,NA,90,90,NA,NA,90,226,226,NA,226,0,19,19,NA,19,NA,29,29,NA,NA,29,0,0,NA,NA,0,0,0,NA,0,NA
M14 [Patient Services],14.6.4,Emergency - Snake Bite,TOTAL,483,483,NA,326,157,42,42,NA,42,NA,46,46,NA,44,2,126,126,NA,126,NA,41,41,NA,25,16,51,51,NA,NA,51,0,0,NA,0,NA,69,69,NA,NA,69,32,32,NA,24,8,65,65,NA,65,NA,10,10,NA,NA,10,1,1,NA,NA,1,0,0,NA,0,NA
M14 [Patient Services],14.6.5,Emergency - Acute Caridiac Emergencies,TOTAL,62,62,NA,22,40,15,15,NA,15,NA,0,0,NA,0,0,0,0,NA,0,NA,7,7,NA,7,0,10,10,NA,NA,10,0,0,NA,0,NA,29,29,NA,NA,29,0,0,NA,0,0,0,0,NA,0,NA,0,0,NA,NA,0,1,1,NA,NA,1,0,0,NA,0,NA
M14 [Patient Services],14.6.7,Emergency - CVA ( Cerebovascular Disease),TOTAL,11,11,NA,8,3,8,8,NA,8,NA,0,0,NA,0,0,0,0,NA,0,NA,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,NA,3,3,NA,NA,3,0,0,NA,0,0,0,0,NA,0,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M14 [Patient Services],14.7,Number of deaths occurring at Emergency Department,TOTAL,5,5,NA,1,4,0,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,NA,4,4,NA,1,3,0,0,NA,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,NA,1,1,NA,NA,1,0,0,NA,NA,0,0,0,NA,0,NA
M14 [Patient Services],14.8.1,Operation major (General and spinal anaesthesia),TOTAL,9033,9033,NA,3706,5327,36,36,NA,36,0,861,861,NA,820,41,204,204,NA,204,0,89,89,NA,76,13,246,246,NA,NA,246,58,58,NA,58,0,319,319,NA,NA,319,1629,1629,NA,1244,385,1144,1144,NA,1144,0,4170,4170,NA,NA,4170,153,153,NA,NA,153,124,124,NA,124,NA
M14 [Patient Services],14.8.2,"Out of Operation major, Gynecology- Hysterectomy surgeries",TOTAL,205,205,NA,5,200,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,11,11,NA,NA,11,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,189,189,NA,NA,189,0,0,NA,NA,0,5,5,NA,5,NA
M14 [Patient Services],14.8.3,"Major Surgeries excluding Obstetrics, Gynaecology and Opthalmology etc.",TOTAL,2328,2328,NA,NA,2328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2328,2328,NA,NA,2328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M14 [Patient Services],14.8.4,Operation minor (No or local anaesthesia),TOTAL,12075,12075,NA,2951,9124,448,448,NA,448,0,113,113,NA,54,59,532,532,NA,495,37,239,239,NA,142,97,1169,1169,NA,NA,1169,58,58,NA,58,0,702,702,NA,NA,702,1344,1344,NA,1241,103,297,297,NA,125,172,6302,6302,NA,NA,6302,483,483,NA,NA,483,388,388,NA,388,NA
M14 [Patient Services],14.8.5,Number of post operative Surgical Site infection,TOTAL,213,213,NA,NA,213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,213,213,NA,NA,213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M14 [Patient Services],14.8.6,Number of blood units issued,TOTAL,1053,1053,NA,58,995,0,0,NA,0,0,2,2,NA,2,0,0,0,NA,0,0,0,0,NA,0,0,229,229,NA,NA,229,0,0,NA,0,0,0,0,NA,NA,0,53,53,NA,53,0,0,0,NA,0,0,766,766,NA,NA,766,0,0,NA,NA,0,3,3,NA,3,NA
M14 [Patient Services],14.8.7,Number of blood transfusions done,TOTAL,178,178,NA,49,129,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,127,127,NA,NA,127,0,0,NA,0,0,0,0,NA,NA,0,45,45,NA,43,2,2,2,NA,2,0,0,0,NA,NA,0,0,0,NA,NA,0,4,4,NA,4,NA
M14 [Patient Services],14.9.1,Inpatient Deaths - Male,TOTAL,949,949,NA,9,940,0,0,NA,0,0,1,1,NA,1,0,1,1,NA,1,0,1,1,NA,0,1,2,2,NA,NA,2,0,0,NA,0,0,0,0,NA,NA,0,7,7,NA,7,0,0,0,NA,0,0,937,937,NA,NA,937,0,0,NA,NA,0,0,0,NA,0,NA
M14 [Patient Services],14.9.2,Inpatient Deaths - Female,TOTAL,561,561,NA,2,559,0,0,NA,0,0,1,1,NA,1,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,1,1,NA,1,0,0,0,NA,0,0,559,559,NA,NA,559,0,0,NA,NA,0,0,0,NA,0,NA
M14 [Patient Services],14.1,In-Patient Head Count at midnight,TOTAL,93764,93764,NA,54140,39624,9139,9139,NA,9139,0,12867,12867,NA,8878,3989,5653,5653,NA,5650,3,6801,6801,NA,2630,4171,15217,15217,NA,NA,15217,2556,2556,NA,2500,56,8258,8258,NA,NA,8258,23766,23766,NA,21283,2483,4060,4060,NA,4060,0,2568,2568,NA,NA,2568,2879,2879,NA,NA,2879,0,0,NA,0,NA
M14 [Patient Services],14.11,Number of Admission in NBSU ( New Born Stabilisation Unit),TOTAL,1105,1105,NA,865,240,610,610,NA,610,0,31,31,NA,31,0,46,46,NA,42,4,0,0,NA,0,0,133,133,NA,NA,133,10,10,NA,10,0,33,33,NA,NA,33,0,0,NA,0,0,172,172,NA,172,0,0,0,NA,NA,0,70,70,NA,NA,70,0,0,NA,0,NA
M14 [Patient Services],14.12.1,Special Newborn Care Unit (SNCU Admissions) - Inborn Male,TOTAL,900,900,NA,279,621,0,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,NA,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,279,279,NA,279,0,0,0,NA,0,NA,621,621,NA,NA,621,0,0,NA,NA,0,0,0,NA,0,NA
M14 [Patient Services],14.12.2,Special Newborn Care Unit (SNCU Admissions) - Inborn Female,TOTAL,785,785,NA,261,524,0,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,NA,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,261,261,NA,261,0,0,0,NA,0,NA,524,524,NA,NA,524,0,0,NA,NA,0,0,0,NA,0,NA
M14 [Patient Services],14.12.3,Outborn – Male,TOTAL,454,454,NA,39,415,0,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,NA,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,39,39,NA,39,0,0,0,NA,0,NA,415,415,NA,NA,415,0,0,NA,NA,0,0,0,NA,0,NA
M14 [Patient Services],14.12.4,Outborn - Female,TOTAL,397,397,NA,43,354,0,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,NA,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,43,43,NA,43,0,0,0,NA,0,NA,354,354,NA,NA,354,0,0,NA,NA,0,0,0,NA,0,NA
M14 [Patient Services],14.12.5,Number of newborns admitted in SNCU - referred by ASHA,TOTAL,1,1,NA,1,0,0,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,NA,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,1,1,NA,1,0,0,0,NA,0,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M14 [Patient Services],14.13,Number of deaths occurring at SNCU,TOTAL,275,275,NA,2,273,0,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,NA,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,2,2,NA,2,0,0,0,NA,0,NA,273,273,NA,NA,273,0,0,NA,NA,0,0,0,NA,0,NA
M14 [Patient Services],14.14.1,Number of children admitted in NRC,TOTAL,89,89,NA,89,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,89,89,NA,89,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M14 [Patient Services],14.14.2,Number of children discharged with target weight gain from the NRCs,TOTAL,70,70,NA,69,1,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,70,70,NA,69,1,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M14 [Patient Services],14.15,Number of Rogi Kalyan Samiti (RKS) meetings held,TOTAL,62,62,NA,10,52,2,2,NA,0,2,3,3,NA,1,2,6,6,NA,6,0,0,0,NA,0,0,4,4,NA,NA,4,8,8,NA,1,7,4,4,NA,NA,4,10,10,NA,2,8,0,0,NA,0,0,12,12,NA,NA,12,13,13,NA,NA,13,0,0,NA,0,NA
M14 [Patient Services],14.16,Number of Anganwadi centres/ UPHCs reported to have conducted Village Health & Nutrition Day (VHNDs)/ Urban Health & Nutrition Day (UHNDs)/ Outreach / Special Outreach,TOTAL,13791,13791,NA,105,13686,366,366,NA,NA,366,1023,1023,NA,NA,1023,2091,2091,NA,NA,2091,829,829,NA,NA,829,2236,2236,NA,NA,2236,1019,1019,NA,NA,1019,1358,1358,NA,NA,1358,2359,2359,NA,NA,2359,1797,1797,NA,NA,1797,160,160,NA,NA,160,448,448,NA,NA,448,105,105,NA,105,NA
M14 [Patient Services],14.17,Stock out rate of essential Drugs,TOTAL,19,19,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,19,NA,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M14 [Patient Services],14.18,Blood Units Issued on replacement (Family Donors to be considered as replacement donations),TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M14 [Patient Services],14.19,Total number of blood units issued in year,TOTAL,2291,2291,NA,NA,2291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2291,2291,NA,NA,2291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M14 [Patient Services],14.2,Patient Satisfaction Score of the facility in percentage (from Mera Aspatal),TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M15 [Laboratory Testing],15.1,Number of Lab Tests done,TOTAL,980747,980747,NA,217842,762905,17229,17229,NA,16563,666,42419,42419,NA,30966,11453,28559,28559,NA,26730,1829,33643,33643,NA,18377,15266,96113,96113,NA,NA,96113,25882,25882,NA,20584,5298,22423,22423,NA,NA,22423,97931,97931,NA,79180,18751,13702,13702,NA,10055,3647,573494,573494,NA,775,572719,14740,14740,NA,NA,14740,14612,14612,NA,14612,NA
M15 [Laboratory Testing],15.2.1,Number of Hb tests conducted,TOTAL,196142,196142,NA,47461,148681,9858,9858,NA,2547,7311,11741,11741,NA,5822,5919,8647,8647,NA,5027,3620,11888,11888,NA,2806,9082,27807,27807,NA,NA,27807,6230,6230,NA,2564,3666,10586,10586,NA,NA,10586,23538,23538,NA,12444,11094,7307,7307,NA,1581,5726,54816,54816,NA,294,54522,9348,9348,NA,NA,9348,14376,14376,NA,14376,NA
M15 [Laboratory Testing],15.2.2,"Out of the total number of Hb tests done, Number having Hb < 7 mg",TOTAL,8701,8701,NA,1928,6773,324,324,NA,19,305,133,133,NA,55,78,157,157,NA,33,124,162,162,NA,20,142,366,366,NA,NA,366,1177,1177,NA,1039,138,340,340,NA,NA,340,574,574,NA,283,291,60,60,NA,1,59,4628,4628,NA,5,4623,307,307,NA,NA,307,473,473,NA,473,NA
M15 [Laboratory Testing],15.3.1.a,Male HIV - Number Tested,TOTAL,32937,32937,NA,15402,17535,3043,3043,NA,2696,347,3711,3711,NA,988,2723,1599,1599,NA,1428,171,3025,3025,NA,1455,1570,3961,3961,NA,NA,3961,1988,1988,NA,1939,49,699,699,NA,NA,699,4409,4409,NA,4248,161,2296,2296,NA,1932,364,5548,5548,NA,NA,5548,1942,1942,NA,NA,1942,716,716,NA,716,NA
M15 [Laboratory Testing],15.3.1.b,Male HIV - Number Positive,TOTAL,629,629,NA,259,370,51,51,NA,17,34,55,55,NA,44,11,88,88,NA,21,67,31,31,NA,18,13,41,41,NA,NA,41,22,22,NA,11,11,34,34,NA,NA,34,133,133,NA,133,0,15,15,NA,15,0,154,154,NA,NA,154,5,5,NA,NA,5,0,0,NA,0,NA
M15 [Laboratory Testing],15.3.2.a,Female Non ANC HIV - Number Tested,TOTAL,31415,31415,NA,13518,17897,2651,2651,NA,1771,880,2970,2970,NA,1514,1456,1587,1587,NA,990,597,2982,2982,NA,1193,1789,4903,4903,NA,NA,4903,2005,2005,NA,1669,336,752,752,NA,NA,752,3916,3916,NA,3279,637,2749,2749,NA,1953,796,3326,3326,NA,NA,3326,2425,2425,NA,NA,2425,1149,1149,NA,1149,NA
M15 [Laboratory Testing],15.3.2.b,Female Non ANC HIV - Number Positive,TOTAL,860,860,NA,274,586,32,32,NA,20,12,58,58,NA,49,9,19,19,NA,18,1,20,20,NA,17,3,101,101,NA,NA,101,16,16,NA,14,2,23,23,NA,NA,23,109,109,NA,105,4,47,47,NA,23,24,142,142,NA,NA,142,265,265,NA,NA,265,28,28,NA,28,NA
M15 [Laboratory Testing],15.3.3.a,Number of pregnant women screened for HIV,TOTAL,59644,59644,NA,12993,46651,4833,4833,NA,1133,3700,6395,6395,NA,2471,3924,3379,3379,NA,1161,2218,5982,5982,NA,621,5361,8026,8026,NA,NA,8026,2523,2523,NA,299,2224,3632,3632,NA,NA,3632,5415,5415,NA,1197,4218,3173,3173,NA,222,2951,6341,6341,NA,NA,6341,4056,4056,NA,NA,4056,5889,5889,NA,5889,NA
M15 [Laboratory Testing],15.3.3.b,"Out of the above, number screened positive",TOTAL,335,335,NA,34,301,25,25,NA,1,24,8,8,NA,2,6,8,8,NA,4,4,29,29,NA,3,26,67,67,NA,NA,67,27,27,NA,3,24,59,59,NA,NA,59,32,32,NA,16,16,36,36,NA,4,32,14,14,NA,NA,14,29,29,NA,NA,29,1,1,NA,1,NA
