Indicator,S.No.,Parameters,Type,SubDistrict-_Solapur-Total [(A+B) or (C+D)],SubDistrict-_Solapur-Public [A],SubDistrict-_Solapur-Private [B],SubDistrict-_Solapur-Urban [C],SubDistrict-_Solapur-Rural [D],SubDistrict-Akkalkot-Total [(A+B) or (C+D)],SubDistrict-Akkalkot-Public [A],SubDistrict-Akkalkot-Private [B],SubDistrict-Akkalkot-Urban [C],SubDistrict-Akkalkot-Rural [D],SubDistrict-Barshi-Total [(A+B) or (C+D)],SubDistrict-Barshi-Public [A],SubDistrict-Barshi-Private [B],SubDistrict-Barshi-Urban [C],SubDistrict-Barshi-Rural [D],SubDistrict-Karmala-Total [(A+B) or (C+D)],SubDistrict-Karmala-Public [A],SubDistrict-Karmala-Private [B],SubDistrict-Karmala-Urban [C],SubDistrict-Karmala-Rural [D],SubDistrict-Madha-Total [(A+B) or (C+D)],SubDistrict-Madha-Public [A],SubDistrict-Madha-Private [B],SubDistrict-Madha-Urban [C],SubDistrict-Madha-Rural [D],SubDistrict-Malshiras-Total [(A+B) or (C+D)],SubDistrict-Malshiras-Public [A],SubDistrict-Malshiras-Private [B],SubDistrict-Malshiras-Urban [C],SubDistrict-Malshiras-Rural [D],SubDistrict-Mangalvedhe-Total [(A+B) or (C+D)],SubDistrict-Mangalvedhe-Public [A],SubDistrict-Mangalvedhe-Private [B],SubDistrict-Mangalvedhe-Urban [C],SubDistrict-Mangalvedhe-Rural [D],SubDistrict-Mohol-Total [(A+B) or (C+D)],SubDistrict-Mohol-Public [A],SubDistrict-Mohol-Private [B],SubDistrict-Mohol-Urban [C],SubDistrict-Mohol-Rural [D],SubDistrict-Pandharpur-Total [(A+B) or (C+D)],SubDistrict-Pandharpur-Public [A],SubDistrict-Pandharpur-Private [B],SubDistrict-Pandharpur-Urban [C],SubDistrict-Pandharpur-Rural [D],SubDistrict-Sangole-Total [(A+B) or (C+D)],SubDistrict-Sangole-Public [A],SubDistrict-Sangole-Private [B],SubDistrict-Sangole-Urban [C],SubDistrict-Sangole-Rural [D],SubDistrict-Solapur North-Total [(A+B) or (C+D)],SubDistrict-Solapur North-Public [A],SubDistrict-Solapur North-Private [B],SubDistrict-Solapur North-Urban [C],SubDistrict-Solapur North-Rural [D],SubDistrict-Solapur South-Total [(A+B) or (C+D)],SubDistrict-Solapur South-Public [A],SubDistrict-Solapur South-Private [B],SubDistrict-Solapur South-Urban [C],SubDistrict-Solapur South-Rural [D],SubDistrict-Solapur Urban-Total [(A+B) or (C+D)],SubDistrict-Solapur Urban-Public [A],SubDistrict-Solapur Urban-Private [B],SubDistrict-Solapur Urban-Urban [C],SubDistrict-Solapur Urban-Rural [D]
M14 [Patient Services],14.1.6,Outpatient - Epilepsy,TOTAL,1020,1020,NA,13,1007,0,0,NA,0,0,0,0,NA,0,0,1,1,NA,1,0,0,0,NA,0,0,2,2,NA,NA,2,1,1,NA,0,1,8,8,NA,NA,8,69,69,NA,0,69,0,0,NA,0,0,922,922,NA,12,910,17,17,NA,NA,17,0,0,NA,0,NA
M14 [Patient Services],14.1.7,Outpatient - Ophthalmic Related,TOTAL,31654,31654,NA,6187,25467,1292,1292,NA,80,1212,62,62,NA,0,62,828,828,NA,622,206,4675,4675,NA,2856,1819,7794,7794,NA,NA,7794,1260,1260,NA,0,1260,4651,4651,NA,NA,4651,816,816,NA,0,816,3330,3330,NA,2603,727,6726,6726,NA,26,6700,220,220,NA,NA,220,0,0,NA,0,NA
M14 [Patient Services],14.1.8,Outpatient - Dental,TOTAL,12469,12469,NA,3485,8984,608,608,NA,450,158,937,937,NA,927,10,603,603,NA,544,59,52,52,NA,0,52,2387,2387,NA,NA,2387,158,158,NA,113,45,1532,1532,NA,NA,1532,980,980,NA,901,79,522,522,NA,516,6,4589,4589,NA,13,4576,80,80,NA,NA,80,21,21,NA,21,NA
M14 [Patient Services],14.1.9,Outpatient - Oncology,TOTAL,51,51,NA,0,51,0,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,NA,0,0,NA,0,0,29,29,NA,NA,29,0,0,NA,0,NA,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,NA,22,22,NA,NA,22,0,0,NA,NA,0,0,0,NA,0,NA
M14 [Patient Services],14.2.1,Allopathic- Outpatient attendance,TOTAL,1765057,1765057,NA,372615,1392442,140985,140985,NA,49650,91335,128415,128415,NA,38444,89971,77756,77756,NA,37204,40552,185690,185690,NA,29672,156018,187140,187140,NA,NA,187140,99934,99934,NA,26284,73650,163464,163464,NA,NA,163464,241712,241712,NA,93284,148428,92463,92463,NA,32209,60254,268676,268676,NA,4330,264346,117284,117284,NA,NA,117284,61538,61538,NA,61538,NA
M14 [Patient Services],14.2.2,Ayush - Outpatient attendance,TOTAL,57734,57734,NA,34196,23538,7512,7512,NA,5775,1737,3060,3060,NA,0,3060,7217,7217,NA,6887,330,7314,7314,NA,7314,0,10933,10933,NA,NA,10933,7116,7116,NA,7116,0,4834,4834,NA,NA,4834,6570,6570,NA,4214,2356,2890,2890,NA,2890,0,0,0,NA,0,0,288,288,NA,NA,288,0,0,NA,0,NA
M14 [Patient Services],14.3.1.a,Inpatient (Male)- Children<18yrs,TOTAL,8183,8183,NA,1792,6391,1300,1300,NA,582,718,244,244,NA,164,80,390,390,NA,295,95,204,204,NA,42,162,521,521,NA,NA,521,224,224,NA,79,145,589,589,NA,NA,589,729,729,NA,484,245,393,393,NA,83,310,2838,2838,NA,NA,2838,688,688,NA,NA,688,63,63,NA,63,NA
M14 [Patient Services],14.3.1.b,Inpatient (Male)- Adults,TOTAL,26614,26614,NA,6517,20097,3537,3537,NA,1129,2408,2591,2591,NA,995,1596,1075,1075,NA,550,525,1533,1533,NA,487,1046,2129,2129,NA,NA,2129,1075,1075,NA,24,1051,1312,1312,NA,NA,1312,3930,3930,NA,2260,1670,1680,1680,NA,340,1340,5742,5742,NA,NA,5742,1278,1278,NA,NA,1278,732,732,NA,732,NA
M14 [Patient Services],14.3.2.a,Inpatient (Female)- Children<18yrs,TOTAL,7868,7868,NA,1872,5996,1036,1036,NA,638,398,245,245,NA,152,93,355,355,NA,309,46,220,220,NA,41,179,671,671,NA,NA,671,179,179,NA,86,93,705,705,NA,NA,705,794,794,NA,486,308,342,342,NA,69,273,2391,2391,NA,NA,2391,839,839,NA,NA,839,91,91,NA,91,NA
M14 [Patient Services],14.3.2.b,Inpatient (Female)- Adults,TOTAL,53736,53736,NA,15636,38100,6834,6834,NA,2671,4163,4853,4853,NA,2537,2316,2245,2245,NA,1033,1212,2823,2823,NA,664,2159,4260,4260,NA,NA,4260,2450,2450,NA,173,2277,2378,2378,NA,NA,2378,7647,7647,NA,3390,4257,2952,2952,NA,1066,1886,10035,10035,NA,NA,10035,3157,3157,NA,NA,3157,4102,4102,NA,4102,NA
M14 [Patient Services],14.3.3,Number of Left Against Medical Advice (LAMA) cases,TOTAL,2297,2297,NA,298,1999,0,0,NA,0,0,46,46,NA,46,0,171,171,NA,171,0,4,4,NA,2,2,150,150,NA,NA,150,2,2,NA,2,0,15,15,NA,NA,15,0,0,NA,0,0,42,42,NA,42,0,1723,1723,NA,NA,1723,109,109,NA,NA,109,35,35,NA,35,NA
M14 [Patient Services],14.4.1,Inpatient - Malaria,TOTAL,12,12,NA,0,12,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,1,1,NA,NA,1,0,0,NA,0,0,0,0,NA,0,0,11,11,NA,NA,11,0,0,NA,NA,0,0,0,NA,0,NA
M14 [Patient Services],14.4.2,Inpatient - Dengue,TOTAL,308,308,NA,6,302,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,2,2,NA,NA,2,2,2,NA,2,0,63,63,NA,NA,63,0,0,NA,0,0,4,4,NA,4,0,237,237,NA,NA,237,0,0,NA,NA,0,0,0,NA,0,NA
M14 [Patient Services],14.4.3,Inpatient - Typhoid,TOTAL,267,267,NA,178,89,0,0,NA,0,0,10,10,NA,10,0,5,5,NA,2,3,0,0,NA,0,0,5,5,NA,NA,5,24,24,NA,7,17,3,3,NA,NA,3,5,5,NA,0,5,159,159,NA,159,0,41,41,NA,NA,41,15,15,NA,NA,15,0,0,NA,0,NA
M14 [Patient Services],14.4.4,"Inpatient - Asthma, Chronic Obstructive Pulmonary Disease (COPD), Respiratory infections",TOTAL,252,252,NA,29,223,0,0,NA,0,0,33,33,NA,15,18,0,0,NA,0,0,12,12,NA,12,0,6,6,NA,NA,6,19,19,NA,0,19,103,103,NA,NA,103,12,12,NA,0,12,2,2,NA,2,0,58,58,NA,NA,58,7,7,NA,NA,7,0,0,NA,0,NA
M14 [Patient Services],14.4.5,Inpatient - Tuberculosis,TOTAL,142,142,NA,1,141,0,0,NA,0,0,13,13,NA,0,13,0,0,NA,0,0,1,1,NA,0,1,5,5,NA,NA,5,2,2,NA,0,2,19,19,NA,NA,19,3,3,NA,0,3,15,15,NA,1,14,84,84,NA,NA,84,0,0,NA,NA,0,0,0,NA,0,NA
M14 [Patient Services],14.4.6,Inpatient - Pyrexia of unknown origin (PUO),TOTAL,2585,2585,NA,829,1756,0,0,NA,0,0,697,697,NA,558,139,59,59,NA,59,0,247,247,NA,132,115,555,555,NA,NA,555,79,79,NA,59,20,550,550,NA,NA,550,57,57,NA,0,57,21,21,NA,21,0,80,80,NA,NA,80,240,240,NA,NA,240,0,0,NA,0,NA
M14 [Patient Services],14.4.7,Inpatient - Diarrhea with dehydration,TOTAL,2180,2180,NA,484,1696,0,0,NA,0,0,597,597,NA,304,293,45,45,NA,20,25,279,279,NA,123,156,434,434,NA,NA,434,154,154,NA,1,153,228,228,NA,NA,228,18,18,NA,0,18,61,61,NA,36,25,130,130,NA,NA,130,234,234,NA,NA,234,0,0,NA,0,NA
M14 [Patient Services],14.4.8,Inpatient - Hepatitis,TOTAL,13,13,NA,4,9,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,1,1,NA,NA,1,0,0,NA,0,0,4,4,NA,4,0,8,8,NA,NA,8,0,0,NA,NA,0,0,0,NA,0,NA
M14 [Patient Services],14.5,Patients registered at Emergency Department,TOTAL,3058,3058,NA,762,2296,0,0,NA,0,NA,0,0,NA,0,0,85,85,NA,85,NA,353,353,NA,158,195,1028,1028,NA,NA,1028,0,0,NA,0,NA,701,701,NA,NA,701,0,0,NA,0,0,519,519,NA,519,NA,283,283,NA,NA,283,89,89,NA,NA,89,0,0,NA,0,NA
M14 [Patient Services],14.6.1,"Emergency - Trauma ( accident, injury, poisoning etc)",TOTAL,1125,1125,NA,134,991,64,64,NA,64,NA,20,20,NA,17,3,19,19,NA,19,NA,42,42,NA,22,20,125,125,NA,NA,125,0,0,NA,0,NA,256,256,NA,NA,256,0,0,NA,0,0,12,12,NA,12,NA,586,586,NA,NA,586,1,1,NA,NA,1,0,0,NA,0,NA
M14 [Patient Services],14.6.2,Emergency - Burn,TOTAL,125,125,NA,16,109,3,3,NA,3,NA,0,0,NA,0,0,9,9,NA,9,NA,2,2,NA,1,1,24,24,NA,NA,24,0,0,NA,0,NA,10,10,NA,NA,10,0,0,NA,0,0,3,3,NA,3,NA,74,74,NA,NA,74,0,0,NA,NA,0,0,0,NA,0,NA
M14 [Patient Services],14.6.3,Emergency - Obstetrics complications,TOTAL,542,542,NA,352,190,224,224,NA,224,NA,9,9,NA,9,0,67,67,NA,67,NA,47,47,NA,46,1,103,103,NA,NA,103,0,0,NA,0,NA,71,71,NA,NA,71,0,0,NA,0,0,6,6,NA,6,NA,15,15,NA,NA,15,0,0,NA,NA,0,0,0,NA,0,NA
M14 [Patient Services],14.6.4,Emergency - Snake Bite,TOTAL,343,343,NA,236,107,28,28,NA,28,NA,32,32,NA,32,0,109,109,NA,109,NA,30,30,NA,19,11,39,39,NA,NA,39,0,0,NA,0,NA,48,48,NA,NA,48,4,4,NA,0,4,48,48,NA,48,NA,4,4,NA,NA,4,1,1,NA,NA,1,0,0,NA,0,NA
M14 [Patient Services],14.6.5,Emergency - Acute Caridiac Emergencies,TOTAL,39,39,NA,16,23,12,12,NA,12,NA,0,0,NA,0,0,0,0,NA,0,NA,4,4,NA,4,0,8,8,NA,NA,8,0,0,NA,0,NA,14,14,NA,NA,14,0,0,NA,0,0,0,0,NA,0,NA,0,0,NA,NA,0,1,1,NA,NA,1,0,0,NA,0,NA
M14 [Patient Services],14.6.7,Emergency - CVA ( Cerebovascular Disease),TOTAL,6,6,NA,6,0,6,6,NA,6,NA,0,0,NA,0,0,0,0,NA,0,NA,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M14 [Patient Services],14.7,Number of deaths occurring at Emergency Department,TOTAL,3,3,NA,1,2,0,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,NA,3,3,NA,1,2,0,0,NA,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M14 [Patient Services],14.8.1,Operation major (General and spinal anaesthesia),TOTAL,5362,5362,NA,2508,2854,25,25,NA,25,0,600,600,NA,559,41,133,133,NA,133,0,51,51,NA,38,13,80,80,NA,NA,80,35,35,NA,35,0,224,224,NA,NA,224,993,993,NA,757,236,884,884,NA,884,0,2160,2160,NA,NA,2160,100,100,NA,NA,100,77,77,NA,77,NA
M14 [Patient Services],14.8.2,"Out of Operation major, Gynecology- Hysterectomy surgeries",TOTAL,108,108,NA,5,103,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,103,103,NA,NA,103,0,0,NA,NA,0,5,5,NA,5,NA
M14 [Patient Services],14.8.3,"Major Surgeries excluding Obstetrics, Gynaecology and Opthalmology etc.",TOTAL,1080,1080,NA,NA,1080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1080,1080,NA,NA,1080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M14 [Patient Services],14.8.4,Operation minor (No or local anaesthesia),TOTAL,6462,6462,NA,1946,4516,304,304,NA,304,0,82,82,NA,34,48,368,368,NA,338,30,175,175,NA,108,67,669,669,NA,NA,669,35,35,NA,35,0,544,544,NA,NA,544,838,838,NA,775,63,271,271,NA,99,172,2507,2507,NA,NA,2507,416,416,NA,NA,416,253,253,NA,253,NA
M14 [Patient Services],14.8.5,Number of post operative Surgical Site infection,TOTAL,93,93,NA,NA,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93,93,NA,NA,93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M14 [Patient Services],14.8.6,Number of blood units issued,TOTAL,942,942,NA,5,937,0,0,NA,0,0,2,2,NA,2,0,0,0,NA,0,0,0,0,NA,0,0,171,171,NA,NA,171,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,766,766,NA,NA,766,0,0,NA,NA,0,3,3,NA,3,NA
M14 [Patient Services],14.8.7,Number of blood transfusions done,TOTAL,82,82,NA,4,78,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,76,76,NA,NA,76,0,0,NA,0,0,0,0,NA,NA,0,2,2,NA,0,2,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,NA,0,4,4,NA,4,NA
M14 [Patient Services],14.9.1,Inpatient Deaths - Male,TOTAL,509,509,NA,1,508,0,0,NA,0,0,1,1,NA,1,0,0,0,NA,0,0,1,1,NA,0,1,1,1,NA,NA,1,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,506,506,NA,NA,506,0,0,NA,NA,0,0,0,NA,0,NA
M14 [Patient Services],14.9.2,Inpatient Deaths - Female,TOTAL,314,314,NA,1,313,0,0,NA,0,0,1,1,NA,1,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,0,313,313,NA,NA,313,0,0,NA,NA,0,0,0,NA,0,NA
M14 [Patient Services],14.1,In-Patient Head Count at midnight,TOTAL,59043,59043,NA,33237,25806,6063,6063,NA,6063,0,7511,7511,NA,4938,2573,3795,3795,NA,3792,3,4813,4813,NA,1782,3031,8944,8944,NA,NA,8944,1258,1258,NA,1204,54,5940,5940,NA,NA,5940,14021,14021,NA,12580,1441,2878,2878,NA,2878,0,1804,1804,NA,NA,1804,2016,2016,NA,NA,2016,0,0,NA,0,NA
M14 [Patient Services],14.11,Number of Admission in NBSU ( New Born Stabilisation Unit),TOTAL,647,647,NA,484,163,348,348,NA,348,0,5,5,NA,5,0,19,19,NA,15,4,0,0,NA,0,0,71,71,NA,NA,71,3,3,NA,3,0,18,18,NA,NA,18,0,0,NA,0,0,113,113,NA,113,0,0,0,NA,NA,0,70,70,NA,NA,70,0,0,NA,0,NA
M14 [Patient Services],14.12.1,Special Newborn Care Unit (SNCU Admissions) - Inborn Male,TOTAL,409,409,NA,181,228,0,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,NA,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,181,181,NA,181,0,0,0,NA,0,NA,228,228,NA,NA,228,0,0,NA,NA,0,0,0,NA,0,NA
M14 [Patient Services],14.12.2,Special Newborn Care Unit (SNCU Admissions) - Inborn Female,TOTAL,376,376,NA,159,217,0,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,NA,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,159,159,NA,159,0,0,0,NA,0,NA,217,217,NA,NA,217,0,0,NA,NA,0,0,0,NA,0,NA
M14 [Patient Services],14.12.3,Outborn – Male,TOTAL,238,238,NA,22,216,0,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,NA,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,22,22,NA,22,0,0,0,NA,0,NA,216,216,NA,NA,216,0,0,NA,NA,0,0,0,NA,0,NA
M14 [Patient Services],14.12.4,Outborn - Female,TOTAL,228,228,NA,19,209,0,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,NA,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,19,19,NA,19,0,0,0,NA,0,NA,209,209,NA,NA,209,0,0,NA,NA,0,0,0,NA,0,NA
M14 [Patient Services],14.12.5,Number of newborns admitted in SNCU - referred by ASHA,TOTAL,0,0,NA,0,0,0,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,NA,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,0,NA,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M14 [Patient Services],14.13,Number of deaths occurring at SNCU,TOTAL,210,210,NA,2,208,0,0,NA,0,NA,0,0,NA,0,0,0,0,NA,0,NA,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,NA,0,0,NA,NA,0,2,2,NA,2,0,0,0,NA,0,NA,208,208,NA,NA,208,0,0,NA,NA,0,0,0,NA,0,NA
M14 [Patient Services],14.14.1,Number of children admitted in NRC,TOTAL,54,54,NA,54,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,54,54,NA,54,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M14 [Patient Services],14.14.2,Number of children discharged with target weight gain from the NRCs,TOTAL,41,41,NA,41,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,NA,NA,0,41,41,NA,41,0,0,0,NA,0,0,0,0,NA,NA,0,0,0,NA,NA,0,0,0,NA,0,NA
M14 [Patient Services],14.15,Number of Rogi Kalyan Samiti (RKS) meetings held,TOTAL,32,32,NA,3,29,2,2,NA,0,2,1,1,NA,0,1,2,2,NA,2,0,0,0,NA,0,0,2,2,NA,NA,2,3,3,NA,1,2,2,2,NA,NA,2,5,5,NA,0,5,0,0,NA,0,0,3,3,NA,NA,3,12,12,NA,NA,12,0,0,NA,0,NA
M14 [Patient Services],14.16,Number of Anganwadi centres/ UPHCs reported to have conducted Village Health & Nutrition Day (VHNDs)/ Urban Health & Nutrition Day (UHNDs)/ Outreach / Special Outreach,TOTAL,9526,9526,NA,65,9461,201,201,NA,NA,201,782,782,NA,NA,782,1499,1499,NA,NA,1499,577,577,NA,NA,577,1369,1369,NA,NA,1369,684,684,NA,NA,684,925,925,NA,NA,925,1710,1710,NA,NA,1710,1292,1292,NA,NA,1292,156,156,NA,NA,156,266,266,NA,NA,266,65,65,NA,65,NA
M14 [Patient Services],14.17,Stock out rate of essential Drugs,TOTAL,10,10,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,10,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M14 [Patient Services],14.18,Blood Units Issued on replacement (Family Donors to be considered as replacement donations),TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M14 [Patient Services],14.19,Total number of blood units issued in year,TOTAL,2291,2291,NA,NA,2291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2291,2291,NA,NA,2291,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M14 [Patient Services],14.2,Patient Satisfaction Score of the facility in percentage (from Mera Aspatal),TOTAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
M15 [Laboratory Testing],15.1,Number of Lab Tests done,TOTAL,570868,570868,NA,138318,432550,10944,10944,NA,10407,537,23991,23991,NA,15451,8540,18508,18508,NA,17308,1200,21055,21055,NA,11353,9702,54228,54228,NA,NA,54228,16901,16901,NA,13237,3664,14393,14393,NA,NA,14393,64760,64760,NA,52568,12192,9471,9471,NA,7509,1962,317273,317273,NA,453,316820,9312,9312,NA,NA,9312,10032,10032,NA,10032,NA
M15 [Laboratory Testing],15.2.1,Number of Hb tests conducted,TOTAL,121713,121713,NA,32159,89554,7071,7071,NA,1851,5220,6624,6624,NA,2943,3681,6217,6217,NA,3717,2500,8279,8279,NA,1971,6308,17330,17330,NA,NA,17330,4144,4144,NA,1822,2322,6001,6001,NA,NA,6001,15471,15471,NA,8564,6907,4634,4634,NA,1254,3380,29327,29327,NA,165,29162,6743,6743,NA,NA,6743,9872,9872,NA,9872,NA
M15 [Laboratory Testing],15.2.2,"Out of the total number of Hb tests done, Number having Hb < 7 mg",TOTAL,5154,5154,NA,1134,4020,270,270,NA,16,254,62,62,NA,25,37,104,104,NA,21,83,113,113,NA,16,97,261,261,NA,NA,261,575,575,NA,491,84,210,210,NA,NA,210,301,301,NA,120,181,47,47,NA,0,47,2637,2637,NA,2,2635,131,131,NA,NA,131,443,443,NA,443,NA
M15 [Laboratory Testing],15.3.1.a,Male HIV - Number Tested,TOTAL,21416,21416,NA,10652,10764,1985,1985,NA,1783,202,2237,2237,NA,693,1544,1174,1174,NA,1064,110,2010,2010,NA,829,1181,2325,2325,NA,NA,2325,1229,1229,NA,1200,29,435,435,NA,NA,435,3041,3041,NA,2954,87,1687,1687,NA,1440,247,3283,3283,NA,NA,3283,1321,1321,NA,NA,1321,689,689,NA,689,NA
M15 [Laboratory Testing],15.3.1.b,Male HIV - Number Positive,TOTAL,441,441,NA,187,254,44,44,NA,12,32,33,33,NA,27,6,82,82,NA,15,67,14,14,NA,10,4,32,32,NA,NA,32,20,20,NA,10,10,3,3,NA,NA,3,104,104,NA,104,0,9,9,NA,9,0,96,96,NA,NA,96,4,4,NA,NA,4,0,0,NA,0,NA
M15 [Laboratory Testing],15.3.2.a,Female Non ANC HIV - Number Tested,TOTAL,20835,20835,NA,9100,11735,1759,1759,NA,1130,629,1854,1854,NA,1000,854,1141,1141,NA,653,488,2092,2092,NA,763,1329,3254,3254,NA,NA,3254,1465,1465,NA,1226,239,560,560,NA,NA,560,2582,2582,NA,2173,409,1850,1850,NA,1359,491,1813,1813,NA,NA,1813,1669,1669,NA,NA,1669,796,796,NA,796,NA
M15 [Laboratory Testing],15.3.2.b,Female Non ANC HIV - Number Positive,TOTAL,672,672,NA,201,471,23,23,NA,12,11,46,46,NA,37,9,13,13,NA,13,0,14,14,NA,12,2,87,87,NA,NA,87,9,9,NA,8,1,5,5,NA,NA,5,75,75,NA,75,0,41,41,NA,17,24,70,70,NA,NA,70,262,262,NA,NA,262,27,27,NA,27,NA
M15 [Laboratory Testing],15.3.3.a,Number of pregnant women screened for HIV,TOTAL,38404,38404,NA,8397,30007,3150,3150,NA,774,2376,3279,3279,NA,880,2399,2114,2114,NA,819,1295,4063,4063,NA,401,3662,5137,5137,NA,NA,5137,1588,1588,NA,168,1420,2550,2550,NA,NA,2550,3600,3600,NA,861,2739,1977,1977,NA,150,1827,3914,3914,NA,NA,3914,2688,2688,NA,NA,2688,4344,4344,NA,4344,NA
M15 [Laboratory Testing],15.3.3.b,"Out of the above, number screened positive",TOTAL,207,207,NA,13,194,21,21,NA,0,21,7,7,NA,1,6,7,7,NA,3,4,2,2,NA,2,0,40,40,NA,NA,40,24,24,NA,1,23,21,21,NA,NA,21,18,18,NA,2,16,25,25,NA,3,22,12,12,NA,NA,12,29,29,NA,NA,29,1,1,NA,1,NA
M15 [Laboratory Testing],15.3.3.c,"Out of the above number screened positive, number confirmed with HIV infection at Integrated Counselling and Testing Centre (ICTC)",TOTAL,38,38,NA,12,26,7,7,NA,7,0,0,0,NA,0,0,4,4,NA,4,0,1,1,NA,1,0,3,3,NA,NA,3,0,0,NA,0,0,4,4,NA,NA,4,7,7,NA,0,7,0,0,NA,0,0,12,12,NA,NA,12,0,0,NA,NA,0,0,0,NA,0,NA
